,daily,3m flow $b,price
2012-04-26,46.02847957050497,18.108030490507883,1015.94
2012-04-27,38.37433285036006,17.996868476994518,1019.5
2012-04-30,710.1149923021273,18.64932742164025,1026.02
2012-05-01,135.17252168426765,13.328843650430818,1025.56
2012-05-02,35.0796054163705,13.277502913305101,1029.83
2012-05-03,109.7790216643873,13.181748840695828,1024.27
2012-05-04,62.936938314788236,13.126890318382578,1012.96
2012-05-07,91.57667186024443,13.094851311679443,1001.85
2012-05-08,68.66114944648575,12.988516891702465,992.55
2012-05-09,-42.16825506055703,12.916129898899431,977.9
2012-05-10,164.42611253519203,12.989053312382719,980.69
2012-05-11,47.07106663703689,12.931300833693427,971.01
2012-05-14,60.70319751138018,12.846523382152519,952.0
2012-05-15,13.96941389700368,12.544782776815172,946.1
2012-05-16,273.0842184463956,12.770171334452044,924.26
2012-05-17,79.35438114287038,12.769800618866823,920.78
2012-05-18,316.17496210866136,12.895595391298643,906.61
2012-05-21,2.362759297184269,12.868254662355552,913.39
2012-05-22,-22.685745878309863,12.766904192253584,919.28
2012-05-23,101.53069520073429,12.75102315871731,896.96
2012-05-24,53.47654751764163,12.942429083981516,902.09
2012-05-25,20.566890628587746,13.036987708298563,902.13
2012-05-28,-33.68465513266732,12.836417456900465,909.42
2012-05-29,66.93131660078629,12.998206078174238,921.71
2012-05-30,13.459495126895106,8.045914956220344,907.88
2012-05-31,-1740.1167270117662,6.354062354220262,906.3
2012-06-01,53.87188779818072,6.391245636415707,893.86
2012-06-04,81.9472510269975,6.362624121888656,882.46
2012-06-05,117.5708666229282,6.3285245660634395,886.41
2012-06-06,-34.449122714255424,6.2224156005835,902.57
2012-06-07,21.59472658844031,6.212633881818808,913.18
2012-06-08,80.3641290613745,6.212036224886391,905.17
2012-06-11,161.0120387590734,6.286617097695134,914.87
2012-06-12,-498.5628712658446,5.683250022022418,913.0
2012-06-13,1414.4881049418545,6.899457602142389,919.47
2012-06-14,43.61556748744497,6.81496730980374,913.54
2012-06-15,78.70499600210567,6.75607057397358,925.22
2012-06-18,81.13837287518699,6.7575149923548326,934.06
2012-06-19,25.169049478241362,6.702601482540325,943.44
2012-06-20,16.64688773338346,6.6495115361628105,948.27
2012-06-21,115.6091936401717,6.769124401170726,932.36
2012-06-22,25.49199154900429,6.723015290000258,917.18
2012-06-25,25.989317971283935,6.298347444995303,904.15
2012-06-26,84.51450912639217,2.7903584766155887,906.85
2012-06-27,49.195954027186424,6.355633931281339,913.17
2012-06-28,83.78542364744858,6.407848479136575,906.71
2012-06-29,1749.2729335461313,6.745571629791306,937.35
2012-07-02,218.58729251299616,6.709849950499554,941.4
2012-07-03,226.8667625969361,6.699042258317021,956.77
2012-07-04,-29.28720667221701,6.52374647566511,956.26
2012-07-05,28.87239056426395,6.4744957386614574,955.18
2012-07-06,96.05149202590188,6.57054723068736,946.01
2012-07-09,65.93547946336675,6.488043081945886,935.66
2012-07-10,18.0037364031209,6.540667275867013,934.25
2012-07-11,21.465313217062498,6.481892888305165,932.38
2012-07-12,-12.779482411042212,6.2616755003154125,914.07
2012-07-13,69.41794817535309,6.154267681823311,926.13
2012-07-16,134.70450526033406,6.204776026117513,926.73
2012-07-17,74.99741950796005,6.261951621230022,933.14
2012-07-18,79.77959246408635,6.28137543272138,930.9
2012-07-19,10.334353102119014,5.992122775548969,941.13
2012-07-20,52.77725050681033,6.073731191152438,936.87
2012-07-23,70.49985783885452,5.946276819075619,912.47
2012-07-24,47.16584602534613,5.668646690520957,909.43
2012-07-25,16.959461538693912,5.639502606699282,905.65
2012-07-26,9.44712294430545,5.602921250073083,916.44
2012-07-27,207.37484485373744,5.7719217620764605,941.76
2012-07-30,253.33898191241352,5.315145751686746,948.97
2012-07-31,1621.9310028821435,6.801904232884622,952.49
2012-08-01,188.6796283316546,6.955504255799906,954.22
2012-08-02,212.79433092452535,7.0585195650600445,944.94
2012-08-03,16.729825715038714,7.0123124524602956,952.79
2012-08-06,74.31329421193101,6.995049074811982,967.44
2012-08-07,83.64658285539366,7.0100345082208895,967.85
2012-08-08,70.11106505494516,7.122313828336392,970.6
2012-08-09,30.66833492434815,6.988556050725548,979.28
2012-08-10,14.902985652143917,6.956387969740655,979.25
2012-08-13,56.89627879684212,6.952581051026117,972.59
2012-08-14,16.790934749397525,6.95540257187851,977.25
2012-08-15,58.362631327718994,6.740680984759834,974.23
2012-08-16,219.45640739340269,6.880783011010366,975.82
