friday,net_traders,net_trader_oi,price
2010-01-01,,,
2010-01-08,,,914.5499999999997
2010-01-15,,,905.2999999999997
2010-01-22,,,864.0499999999997
2010-01-29,,,843.5499999999997
2010-02-05,,,832.7999999999997
2010-02-12,,,852.0499999999997
2010-02-19,,,879.2999999999997
2010-02-26,,,876.5499999999997
2010-03-05,,,909.5499999999997
2010-03-12,,,924.2999999999997
2010-03-19,,,934.0499999999997
2010-03-26,,,941.2999999999997
2010-04-02,,,951.5499999999997
2010-04-09,,,970.2999999999997
2010-04-16,,,968.0499999999997
2010-04-23,,,990.0499999999997
2010-04-30,,,961.2999999999997
2010-05-07,,,884.7999999999997
2010-05-14,,,913.0499999999997
2010-05-21,,,862.2999999999997
2010-05-28,,,866.2999999999997
2010-06-04,,,843.7999999999997
2010-06-11,,,867.0499999999997
2010-06-18,46.0,0.09090909090909091,892.5499999999997
2010-06-25,50.0,0.10660980810234541,857.0499999999997
2010-07-02,51.0,0.10874200426439233,796.5499999999997
2010-07-09,45.0,0.09018036072144289,854.7999999999997
2010-07-16,49.0,0.09959349593495935,845.2999999999997
2010-07-23,46.0,0.09523809523809523,882.7999999999997
2010-07-30,47.0,0.09832635983263599,880.5499999999997
2010-08-06,48.0,0.0997920997920998,901.7999999999997
2010-08-13,43.0,0.0872210953346856,858.2999999999997
2010-08-20,45.0,0.08823529411764706,852.5499999999997
2010-08-27,46.0,0.09274193548387097,846.0499999999997
2010-09-03,44.0,0.08764940239043825,885.7999999999997
2010-09-10,43.0,0.08669354838709678,892.0499999999997
2010-09-17,41.0,0.08070866141732283,907.0499999999997
2010-09-24,39.0,0.08091286307053942,930.5499999999997
2010-10-01,39.0,0.07878787878787878,929.5499999999997
2010-10-08,43.0,0.08617234468937876,947.7999999999997
2010-10-15,45.0,0.09090909090909091,962.2999999999997
2010-10-22,50.0,0.10121457489878542,968.0499999999997
2010-10-29,56.0,0.11133200795228629,967.0499999999997
2010-11-05,54.0,0.1073558648111332,1009.2999999999997
2010-11-12,63.0,0.1206896551724138,982.7999999999997
2010-11-19,53.0,0.103515625,985.5499999999997
2010-11-26,49.0,0.09664694280078895,970.5499999999997
2010-12-03,56.0,0.1111111111111111,1010.7999999999997
2010-12-10,63.0,0.122568093385214,1028.2999999999997
2010-12-17,66.0,0.12890625,1030.7999999999997
2010-12-24,63.0,0.1351931330472103,1045.2999999999997
2010-12-31,66.0,0.13953488372093023,1045.2999999999997
2011-01-07,64.0,0.13195876288659794,1059.7999999999997
2011-01-14,54.0,0.1062992125984252,1081.7999999999997
2011-01-21,59.0,0.115234375,1072.0499999999997
2011-01-28,55.0,0.10891089108910891,1063.7999999999997
2011-02-04,60.0,0.11650485436893204,1099.5499999999997
2011-02-11,64.0,0.12030075187969924,1119.5499999999997
2011-02-18,68.0,0.12710280373831775,1134.7999999999997
2011-02-25,58.0,0.1070110701107011,1111.0499999999997
2011-03-04,46.0,0.0856610800744879,1112.5499999999997
2011-03-11,53.0,0.09851301115241635,1098.2999999999997
2011-03-18,53.0,0.09724770642201835,1071.2999999999997
2011-03-25,55.0,0.10617760617760617,1107.0499999999997
2011-04-01,61.0,0.11596958174904944,1124.7999999999997
2011-04-08,63.0,0.1206896551724138,1120.7999999999997
2011-04-15,61.0,0.11596958174904944,1115.7999999999997
2011-04-22,60.0,0.1171875,1128.0499999999997
2011-04-29,65.0,0.12548262548262548,1156.7999999999997
2011-05-06,75.0,0.13786764705882354,1131.5499999999997
2011-05-13,73.0,0.14147286821705427,1131.0499999999997
2011-05-20,70.0,0.13157894736842105,1124.7999999999997
2011-05-27,75.0,0.14150943396226415,1127.0499999999997
2011-06-03,66.0,0.12021857923497267,1093.2999999999997
2011-06-10,60.0,0.10810810810810811,1066.2999999999997
2011-06-17,61.0,0.11090909090909092,1068.5499999999997
2011-06-24,59.0,0.11776447105788423,1066.5499999999997
2011-07-01,60.0,0.11695906432748537,1137.2999999999997
