friday,net_position,net_position_oi,price
2010-01-01,26631.0,0.1756117826267582,
2010-01-08,27688.0,0.17920919605698346,22.391
2010-01-15,35698.0,0.22329671979382992,22.348
2010-01-22,37080.0,0.22663928414258472,20.853
2010-01-29,25121.0,0.16411445743777356,20.111000000000004
2010-02-05,17505.0,0.11666033548593478,18.751
2010-02-12,11509.0,0.07668678953610789,19.368000000000002
2010-02-19,13001.0,0.0860332459832182,20.334000000000003
2010-02-26,13195.0,0.09464548291073414,20.419000000000004
2010-03-05,18605.0,0.13965306290955765,21.28
2010-03-12,24197.0,0.17581579195942657,20.945999999999998
2010-03-19,25650.0,0.18339506084569077,20.93
2010-03-26,23588.0,0.17168394084080588,20.804000000000002
2010-04-02,25422.0,0.1832625667716751,21.788000000000004
2010-04-09,31073.0,0.21152052715056874,22.249000000000002
2010-04-16,33145.0,0.21481716722620453,21.573
2010-04-23,31416.0,0.20215565779736816,22.090000000000003
2010-04-30,33276.0,0.22382006147720165,22.509
2010-05-07,31127.0,0.20870294009185691,22.320999999999998
2010-05-14,34533.0,0.21816148738715405,23.095
2010-05-21,39742.0,0.24641769852243628,21.521
2010-05-28,28323.0,0.18594040295950054,22.292
2010-06-04,30159.0,0.1928682428327503,21.168999999999997
2010-06-11,29153.0,0.18578966822590717,22.101
2010-06-18,32317.0,0.19528304167069516,23.054000000000002
2010-06-25,35905.0,0.2053180843459614,22.979999999999997
2010-07-02,34426.0,0.22295910106538,21.549
2010-07-09,25662.0,0.1782491821042322,21.903
2010-07-16,25970.0,0.18125222464946503,21.618000000000002
2010-07-23,21945.0,0.15395354384291057,21.930999999999997
2010-07-30,21470.0,0.15306959069747544,21.833
2010-08-06,28941.0,0.19283715351812367,22.302
2010-08-13,28255.0,0.19033985651251306,21.939
2010-08-20,28429.0,0.18155054601187814,21.820999999999998
2010-08-27,27244.0,0.18085982102551848,22.869
2010-09-03,39499.0,0.2482995763084776,23.744
2010-09-10,44724.0,0.2611681440734382,23.64
2010-09-17,46580.0,0.2587849662490625,24.610999999999997
2010-09-24,46995.0,0.2563592029108048,25.194000000000003
2010-10-01,48686.0,0.251897535661253,25.854999999999997
2010-10-08,47332.0,0.2344503058672016,26.9
2010-10-15,40920.0,0.20004888780249327,28.083
2010-10-22,38048.0,0.18299345902270103,26.912999999999997
2010-10-29,36593.0,0.17795641665329306,28.359
2010-11-05,34947.0,0.16105944271875086,30.543
2010-11-12,26620.0,0.11200356795738647,29.737000000000002
2010-11-19,21115.0,0.0987069690906711,30.973999999999997
2010-11-26,23007.0,0.12427751909510279,30.494
2010-12-03,26853.0,0.15403721719976138,32.993
2010-12-10,26240.0,0.14177193304734015,32.327000000000005
2010-12-17,24151.0,0.13449875531150626,32.855000000000004
2010-12-24,24353.0,0.1343710169556989,33.050000000000004
2010-12-31,26836.0,0.14542971565444998,34.659000000000006
2011-01-07,22806.0,0.12356354534076687,32.393
2011-01-14,22743.0,0.12296571039285444,32.042
2011-01-21,20318.0,0.11090187602002106,31.149
2011-01-28,18093.0,0.10377580342650003,31.641000000000005
2011-02-04,23457.0,0.13398334418588712,32.781000000000006
2011-02-11,29742.0,0.1568480616802814,33.717000000000006
2011-02-18,35159.0,0.17260525488963946,36.018
2011-02-25,35438.0,0.16616028057540463,36.620000000000005
2011-03-04,35182.0,0.1897207197976715,39.024
2011-03-11,34967.0,0.1851859697809036,39.632000000000005
2011-03-18,33064.0,0.17356703780112023,38.755
2011-03-25,34326.0,0.17476973834944784,40.746
2011-04-01,33540.0,0.16944186234490563,41.429
2011-04-08,34278.0,0.16212534704321546,44.305
2011-04-15,30525.0,0.13930468593125353,46.268
2011-04-22,31204.0,0.1336628786093989,49.756
2011-04-29,25791.0,0.12323975630151714,52.266999999999996
2011-05-06,25100.0,0.12449038299391932,38.955
2011-05-13,19228.0,0.0979231811283472,38.681
2011-05-20,16748.0,0.08653910742981745,38.755
2011-05-27,15226.0,0.07827231321262967,41.531
2011-06-03,16488.0,0.08802942856685228,39.859
2011-06-10,17296.0,0.09249840898030344,39.995
2011-06-17,16242.0,0.08844141205682642,39.416
2011-06-24,20296.0,0.10801777588546795,38.306
2011-07-01,15089.0,0.09438470728793309,37.358999999999995
2011-07-08,18828.0,0.11853437421304458,40.196999999999996
2011-07-15,20703.0,0.1271136489224535,42.724999999999994
2011-07-22,24740.0,0.13865614509014892,43.775999999999996
2011-07-29,27492.0,0.15430899967445358,43.76
2011-08-05,28119.0,0.15740859956224074,41.864999999999995
2011-08-12,21250.0,0.12106537530266344,42.767999999999994
2011-08-19,23327.0,0.13248181193455136,46.086
2011-08-26,29764.0,0.15695083817147318,44.605999999999995
2011-09-02,26431.0,0.15991940802410498,46.668
2011-09-09,28256.0,0.16769438031537653,45.223
2011-09-16,26310.0,0.1563474943397572,44.43
2011-09-23,22801.0,0.13605714149322132,33.699999999999996
2011-09-30,14866.0,0.09477663799863567,33.681999999999995
2011-10-07,11424.0,0.07166740901990552,34.592
2011-10-14,11573.0,0.07341224531222247,35.772
2011-10-21,10637.0,0.06641773803800116,34.792
2011-10-28,12106.0,0.0734694372966937,38.88699999999999
2011-11-04,13261.0,0.08102724534250677,37.683
2011-11-11,13918.0,0.08302165912086995,38.281
2011-11-18,15307.0,0.09219085017707003,36.016
2011-11-25,12542.0,0.0889692842448748,34.613
2011-12-02,12334.0,0.09344222552198551,36.204
2011-12-09,12455.0,0.09674086961925031,35.771
2011-12-16,11864.0,0.08981958860448037,33.189
2011-12-23,7242.0,0.05180183402240311,32.602000000000004
