Date,Manufacturing Overall,Manufacturing Output,Manufacturing New orders,Manufacturing Export orders,Manufacturing Input prices,Manufacturing Suppliers delivery times,Manufacturing Stocks of purchases,Manufacturing Finished goods inventories,Manufacturing Employment,Manufacturing Output prices,Manufacturing JPMorgan global manufacturing PMI - quantity of purchases,Manufacturing Backlogs of work,Manufacturing Future output,Services Business activity,Services New business,Services Input prices,Services Employment,Services Backlogs of work,Services Output prices,Services Future business activity,All-industry Output/business activity,All-industry New business,All-industry Input prices,All-industry Employment,All-industry Output prices,All-industry Backlogs of work,empty
2020-04-01,39.586082,32.489384,31.508488,27.067413,47.393444,37.734566,43.770897,46.360481,41.471424,46.831146,34.422771,41.514465,47.080601,23.711649,24.620623,42.717529,38.290081,34.106342,41.699986,41.567543,26.201366,26.574297,44.043804,39.192436,43.155388,36.207584,
2020-05-01,42.420387,39.164177,36.424744,32.255833,47.985939,42.117599,44.067554,45.834499,43.064018,47.887428,37.351707,40.689281,52.030525,35.149429,35.635513,45.399166,40.512524,39.471664,44.769592,49.89912,36.288174,35.859371,46.132881,41.236229,45.653934,39.817028,
2020-06-01,47.949818,47.282681,46.834675,43.484978,51.639168,45.890488,47.599812,47.550236,46.011677,49.515347,45.359776,44.970257,58.941292,48.079678,48.376274,51.802399,46.656509,47.738857,49.47448,56.989189,47.853615,47.939014,51.7561,46.47361,49.486073,46.953571,
2020-07-01,50.596378,52.072304,51.205605,47.1833,53.078701,46.963112,47.938057,47.718174,47.336414,50.961937,49.196182,48.576508,59.547211,50.704426,50.319958,53.980419,48.271519,49.391399,51.071033,60.040985,51.092411,50.571163,53.724655,48.006287,51.040089,49.160263,
2020-08-01,51.822483,53.665836,52.845005,49.940468,54.555962,46.890789,48.640652,48.038296,48.610371,51.47916,50.834522,50.146194,60.8302,52.009647,51.337994,54.241005,50.377464,50.41301,51.514282,59.059242,52.479408,51.765442,54.330338,49.876244,51.504322,50.33733,
2020-09-01,52.447453,53.720852,53.747021,51.710545,54.743351,45.890182,48.800529,47.745846,49.483028,51.479561,52.527393000000004,50.834133,61.809208,52.021366,51.917252,53.657135,50.487995,50.571285,51.84922,58.548779,52.503407,52.436249,53.965229,50.202946,51.74437,50.64584,
2020-10-01,53.083302,54.432346,54.994625,51.270947,55.31863,45.56076,49.070515,47.83157,49.519455,52.00668,53.117397,51.431843,63.327023,52.924747,51.851292,53.88908,50.326759,49.51371,50.999577,63.570583,53.352364,52.742867,54.294559,50.097775,51.285233,50.05777,
2020-11-01,53.792423,55.327583,55.121067,51.784618,57.554085,43.31897,48.793854,48.080486,50.213329,53.210411,53.85067,52.312614,65.267143,52.187462,51.62151,57.553333,52.378765,48.699024,53.512375,67.995583,53.078129,52.614124,57.553547,51.764565,53.426727,49.723984,
2020-12-01,53.791508,54.920048,54.40818,51.089073,61.004509,41.66534,49.602726,47.832764,50.142841,54.460327,53.57024,51.769104,64.714432,51.813412,51.332844,58.269032,50.936447,49.489887,52.477043,64.34903,52.69458,52.205132,59.044922,50.711349,53.039581,50.136364,
2021-01-01,53.583511,54.101688,54.13242,50.150043,62.454052,40.884762,48.867821,48.179844,50.321491,55.034512,52.413933,50.995113,64.358582,51.599335,50.912395,58.938297,50.035969,48.72086,52.890297,66.460358,52.285782,51.795712,59.90274,50.114292,53.478497,49.34473,
2021-02-01,53.962734,54.319733,53.998379,51.07148,65.083626,38.779579,48.673401,47.884796,50.664421,55.669308,52.975563,51.469467,67.249725,52.814987,51.953014,60.35767,49.966721,49.283672,53.378235,65.244675,53.226425,52.512272,61.649872,50.15749,54.004673,49.881325,
2021-03-01,54.951851,55.065853,55.765594,53.430298,68.367661,38.50312,49.196289,47.030476,51.557739,59.327126,53.940929,54.391411,66.450645,54.728245,53.843857,62.48185,51.63876,49.748959,54.594891,68.18148,54.820553,54.369312,64.091187,51.616608,55.888809,51.018326,
2021-04-01,55.839787,55.73579,56.72728,54.6726,69.718521,37.632881,50.212418,47.391899,52.55674,59.80677,56.047352,54.902748,66.634743,57.038204,56.732189,63.172947,53.76989,51.295891,55.806541,67.479156,56.682091,56.730846,64.962677,53.438183,56.900311,52.282101,
2021-05-01,56.040142,55.603806,57.311531,54.924538,71.660889,37.323513,50.438305,47.316856,52.502136,62.577244,57.197174,55.723141,65.125938,59.547718,59.219727,65.2463,53.554718,51.786053,57.829014,68.091103,58.469349,58.697975,67.000214,53.266914,59.127304,52.862556,
2021-06-01,55.498928,54.387104,55.724571,53.167328,70.663071,35.95425,50.540485,45.896183,52.619343,60.835262,55.608101,54.707191,66.133011,57.453426,56.883732,64.115379,53.14069,52.22171,57.180283,69.531342,56.615013,56.566788,65.905685,52.998138,58.179649,52.901306,
2021-07-01,55.38356,54.305782,55.256161,52.722549,71.189301,35.976528,50.951077,47.080139,52.658184,60.295113,55.168957,54.852352,64.222282,56.273979,55.561005,64.071289,52.591518,52.747768,57.11795,65.622124,55.735821,55.477654,66.01754,52.609749,57.986668,53.323215,
