,usd_exposure,eur_exposure,gbp_exposure,jpy_exposure,emfx_exposure,fi_exposure,dmequity_exposure,emequity_exposure,com_exposure,ags_exposure
2005-03-23,-46.35419629801207,4.759417280569248,3.9773878350115566,8.210126388879138,29.26833724447576,7.200128163524277,46.63185408477418,20.7975103730089,71.00864081024102,14.67320032448743
2005-03-24,-43.52484233976092,4.759417280569248,3.9773878350115566,5.380772430627983,29.26833724447576,7.200128163524277,46.63185408477418,17.57260424832425,68.15264502729663,11.100846381276108
2005-03-25,-35.92342724135584,2.3085291234221743,3.9773878350115566,5.380772430627983,29.26833724447576,7.200128163524277,42.78553713152168,17.57260424832425,65.34505882040771,11.100846381276108
2005-03-28,-35.92342724135584,2.3085291234221743,3.9773878350115566,5.380772430627983,26.752373712681056,7.200128163524277,42.78553713152168,17.57260424832425,65.34505882040771,11.100846381276108
2005-03-29,-26.119143015723086,5.408283489810066,0.8776334686236652,0.43929790927276013,18.12100369502131,-0.8193232244488969,42.78553713152168,17.57260424832425,65.34505882040771,11.100846381276108
2005-03-30,-26.119143015723086,5.408283489810066,0.8776334686236652,0.43929790927276013,11.651718050037983,-0.8193232244488969,43.85526936108978,9.674773039362554,65.34505882040771,11.100846381276108
2005-03-31,-26.119143015723086,5.408283489810066,0.8776334686236652,0.43929790927276013,11.651718050037983,-0.8193232244488969,40.36081597915658,9.674773039362554,67.91219021425914,11.100846381276108
2005-04-01,-26.119143015723086,5.408283489810066,0.8776334686236652,0.43929790927276013,11.651718050037983,-0.8193232244488969,40.36081597915658,9.674773039362554,65.54929817987359,11.100846381276108
2005-04-04,-26.119143015723086,5.408283489810066,0.8776334686236652,0.43929790927276013,9.715284620293849,-0.8193232244488969,40.36081597915658,9.674773039362554,65.54929817987359,7.7187927629171424
2005-04-05,-19.43012615105024,5.408283489810066,0.8776334686236652,-2.3085291234221743,9.715284620293849,-0.8193232244488969,40.36081597915658,9.674773039362554,65.54929817987359,4.975559820325473
2005-04-06,-19.43012615105024,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,-0.8193232244488969,43.36552138662731,9.674773039362554,65.54929817987359,4.975559820325473
2005-04-07,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,-0.8193232244488969,45.44402980313015,9.674773039362554,65.54929817987359,4.975559820325473
2005-04-08,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,-0.8193232244488969,45.44402980313015,9.674773039362554,65.54929817987359,4.975559820325473
2005-04-11,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,-0.8193232244488969,45.44402980313015,9.674773039362554,65.2793261877233,4.975559820325473
2005-04-12,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,6.920381211660993,45.44402980313015,12.738907655031936,65.2793261877233,4.975559820325473
2005-04-13,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,14.740593001066136,45.44402980313015,12.738907655031936,59.949307283740254,4.975559820325473
2005-04-14,-12.815379502343076,5.408283489810066,3.01123773794253,-4.44213339274104,9.715284620293849,14.740593001066136,45.44402980313015,12.738907655031936,48.75961478589954,4.975559820325473
2005-04-15,-12.815379502343076,5.408283489810066,5.356392894818047,-4.44213339274104,9.715284620293849,14.740593001066136,52.07555181611582,12.738907655031936,38.88757479108134,4.975559820325473
2005-04-18,-14.980459232941623,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,39.18675464708271,12.738907655031936,38.88757479108134,4.975559820325473
2005-04-19,-14.980459232941623,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,17.210182802990943,4.091263605306375,38.88757479108134,4.975559820325473
2005-04-20,-14.980459232941623,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,17.210182802990943,4.091263605306375,40.81924738478084,4.975559820325473
2005-04-21,-14.980459232941623,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,10.237636805833356,4.091263605306375,42.80144523053181,4.975559820325473
2005-04-22,-14.980459232941623,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,10.237636805833356,4.091263605306375,42.80144523053181,4.975559820325473
2005-04-25,-17.308441916147093,7.6476636125785005,5.356392894818047,-4.44213339274104,9.715284620293849,15.559916225515034,10.237636805833356,4.091263605306375,42.80144523053181,4.975559820325473
2005-04-26,-17.308441916147093,4.547909246190608,8.45614726120594,-4.44213339274104,12.4062762901873,23.74497619508777,10.237636805833356,4.091263605306375,40.26592502726773,4.975559820325473
2005-04-27,-17.308441916147093,4.547909246190608,8.45614726120594,-4.44213339274104,12.4062762901873,39.01056846971535,10.237636805833356,4.091263605306375,40.26592502726773,4.975559820325473
2005-04-28,-15.143892488225736,4.547909246190608,8.45614726120594,-4.44213339274104,12.4062762901873,52.98262828457455,7.112469293421619,4.091263605306375,40.26592502726773,4.975559820325473
2005-04-29,-15.143892488225736,4.547909246190608,8.45614726120594,-4.44213339274104,15.182147092790567,52.98262828457455,4.805708322817352,4.091263605306375,40.26592502726773,4.975559820325473
2005-05-02,-15.143892488225736,2.2393801227684342,8.45614726120594,-2.133604269318865,15.182147092790567,52.98262828457455,4.805708322817352,4.091263605306375,40.26592502726773,4.975559820325473
2005-05-03,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,52.98262828457455,4.805708322817352,4.091263605306375,36.11978740951021,4.975559820325473
2005-05-04,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,52.98262828457455,4.805708322817352,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-05,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,61.67567247498154,4.805708322817352,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-06,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,61.67567247498154,4.805708322817352,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-09,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,61.67567247498154,4.805708322817352,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-10,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,61.67567247498154,7.047106255333737,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-11,-15.143892488225736,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,61.67567247498154,7.047106255333737,4.091263605306375,33.82262800780905,4.975559820325473
2005-05-12,-19.18049920898145,2.2393801227684342,6.322542991887074,0.0,15.182147092790567,69.00680211412671,7.047106255333737,4.091263605306375,30.069071202436767,4.975559820325473
2005-05-13,-19.18049920898145,2.2393801227684342,6.322542991887074,0.0,19.059453823225443,69.00680211412671,7.047106255333737,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-16,-15.566154469479327,2.2393801227684342,6.723218088673003,0.0,19.059453823225443,69.00680211412671,4.648294690711998,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-17,-10.825250746784766,2.2393801227684342,4.015019836288051,0.0,19.059453823225443,69.00680211412671,4.648294690711998,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-18,-8.585870624016332,0.0,4.015019836288051,0.0,19.059453823225443,69.00680211412671,6.783983504752778,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-19,-8.585870624016332,0.0,4.015019836288051,0.0,19.059453823225443,69.00680211412671,6.783983504752778,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-20,-6.040906311026104,0.0,4.015019836288051,0.0,19.059453823225443,69.00680211412671,6.783983504752778,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-23,-3.8196250909709564,0.0,4.015019836288051,0.0,19.059453823225443,69.00680211412671,8.989820775879748,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-24,-3.8196250909709564,0.0,1.8700849790518819,0.0,19.059453823225443,69.00680211412671,8.989820775879748,4.091263605306375,17.61116835547296,3.39602178933746
2005-05-25,-3.8196250909709564,0.0,1.8700849790518819,0.0,19.059453823225443,69.00680211412671,8.989820775879748,4.091263605306375,15.171695552880411,3.39602178933746
2005-05-26,-3.8196250909709564,0.0,1.8700849790518819,0.0,19.059453823225443,69.00680211412671,8.989820775879748,4.091263605306375,15.171695552880411,3.39602178933746
2005-05-27,-3.8196250909709564,0.0,1.8700849790518819,0.0,19.059453823225443,69.00680211412671,8.989820775879748,4.091263605306375,15.171695552880411,4.975559820325473
2005-05-30,-3.8196250909709564,0.0,1.8700849790518819,0.0,19.059453823225443,69.00680211412671,13.323473568509522,6.303322619914843,15.171695552880411,4.975559820325473
2005-05-31,-1.7877800231240852,0.0,-0.16176008879498904,0.0,21.501039741303416,69.00680211412671,15.592223577188689,6.303322619914843,17.296857145846232,4.975559820325473
2005-06-01,0.5402026600813847,0.0,-0.16176008879498904,0.0,21.501039741303416,69.00680211412671,20.18085268557606,9.516209013852752,17.296857145846232,4.975559820325473
2005-06-02,4.576809380837098,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,22.646857830471657,12.440001923095059,19.521302907253432,4.975559820325473
2005-06-03,4.576809380837098,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,22.646857830471657,12.440001923095059,19.521302907253432,4.975559820325473
2005-06-06,4.576809380837098,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,27.679366425483188,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-07,4.576809380837098,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,27.679366425483188,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-08,4.576809380837098,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,27.679366425483188,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-09,2.048387084708652,0.0,-0.16176008879498904,0.0,19.248711726957836,69.00680211412671,27.679366425483188,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-10,2.048387084708652,0.0,1.977727620056647,0.0,19.248711726957836,69.00680211412671,27.679366425483188,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-13,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,19.248711726957836,69.00680211412671,30.889653825828795,12.440001923095059,21.802752446097028,4.975559820325473
2005-06-14,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,19.248711726957836,83.49183401713621,30.889653825828795,12.440001923095059,31.36840478322646,1.255645270931503
2005-06-15,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,19.248711726957836,110.76569003961544,30.889653825828795,15.185516762931274,31.36840478322646,3.9057458693104827
2005-06-16,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,19.248711726957836,102.94547825021029,33.36398939847392,15.185516762931274,31.36840478322646,3.9057458693104827
2005-06-17,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,33.36398939847392,18.57764405144421,34.75478486209148,3.9057458693104827
2005-06-20,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,35.76280096309566,18.57764405144421,38.18096385696308,3.1529469189375208
2005-06-21,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,35.76280096309566,22.354901271902218,42.247014604495384,3.1529469189375208
2005-06-22,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,35.76280096309566,22.354901271902218,46.01179080629162,3.1529469189375208
2005-06-23,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,43.06620601511747,22.354901271902218,46.01179080629162,3.1529469189375208
2005-06-24,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,20.946733793520725,102.94547825021029,39.02380516725447,22.354901271902218,49.54622171403126,3.1529469189375208
2005-06-27,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,22.357774661910955,102.94547825021029,39.02380516725447,22.354901271902218,52.83866934829624,9.515598596516966
2005-06-28,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,22.357774661910955,102.94547825021029,39.02380516725447,25.06453372030399,52.83866934829624,15.455001845770454
2005-06-29,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,17.9856588972421,102.94547825021029,42.610809630406436,25.06453372030399,52.83866934829624,15.455001845770454
2005-06-30,4.333478733366005,0.0,1.977727620056647,-2.2850916486573527,15.20978809463883,102.94547825021029,45.429582629427784,25.06453372030399,56.62880711237345,15.455001845770454
2005-07-01,8.461930330144186,0.0,1.977727620056647,-2.2850916486573527,16.574102156468662,102.94547825021029,45.429582629427784,25.06453372030399,45.64132068462041,15.455001845770454
2005-07-04,10.99035262627263,-1.914164025220947,1.977727620056647,-0.37092762343640556,14.029427387723509,102.94547825021029,45.429582629427784,25.06453372030399,39.89579150067195,15.455001845770454
2005-07-05,12.96583810853215,-1.914164025220947,1.977727620056647,-0.37092762343640556,10.152120657288632,102.94547825021029,45.429582629427784,25.06453372030399,39.89579150067195,15.455001845770454
2005-07-06,12.96583810853215,-1.914164025220947,1.977727620056647,-0.37092762343640556,10.152120657288632,102.94547825021029,45.429582629427784,27.304642505933955,38.1947326235565,15.455001845770454
2005-07-07,12.96583810853215,-1.914164025220947,1.977727620056647,-0.37092762343640556,10.152120657288632,102.94547825021029,45.429582629427784,27.304642505933955,38.1947326235565,15.455001845770454
2005-07-08,12.96583810853215,-1.914164025220947,-4.17677992508304,-0.37092762343640556,10.152120657288632,102.94547825021029,45.429582629427784,27.304642505933955,38.1947326235565,15.455001845770454
2005-07-11,12.96583810853215,-1.914164025220947,-4.17677992508304,-0.37092762343640556,11.419893834027334,102.94547825021029,45.429582629427784,29.634723349798637,38.1947326235565,12.913361131141123
2005-07-12,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,10.125450915546622,102.94547825021029,48.14305450306174,29.634723349798637,38.1947326235565,12.913361131141123
2005-07-13,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,8.248008473387758,102.94547825021029,48.14305450306174,32.55795200051399,38.1947326235565,12.913361131141123
2005-07-14,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,8.248008473387758,88.01679773382158,50.96685046936302,32.55795200051399,41.42205707053207,12.913361131141123
2005-07-15,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,8.248008473387758,88.01679773382158,50.96685046936302,32.55795200051399,41.42205707053207,15.65659407373279
2005-07-18,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,9.499804869502503,88.01679773382158,50.96685046936302,32.55795200051399,41.42205707053207,15.65659407373279
2005-07-19,19.51758145777906,-1.914164025220947,-7.621676270505048,-0.37092762343640556,9.499804869502503,88.01679773382158,50.96685046936302,32.55795200051399,41.42205707053207,15.65659407373279
2005-07-20,19.51758145777906,-1.914164025220947,-9.14124143919633,-0.37092762343640556,9.499804869502503,88.01679773382158,50.96685046936302,32.55795200051399,41.42205707053207,15.65659407373279
2005-07-21,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,9.499804869502503,79.32375354341458,50.96685046936302,32.55795200051399,41.42205707053207,15.65659407373279
2005-07-22,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,72.94924460579894,50.96685046936302,32.55795200051399,32.361198351435036,15.65659407373279
2005-07-25,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,72.94924460579894,50.96685046936302,32.55795200051399,32.361198351435036,15.65659407373279
2005-07-26,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,72.94924460579894,50.96685046936302,32.55795200051399,29.438817829868004,15.65659407373279
2005-07-27,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,72.94924460579894,50.96685046936302,32.55795200051399,29.438817829868004,15.65659407373279
2005-07-28,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,80.5581385637162,50.96685046936302,32.55795200051399,29.438817829868004,15.65659407373279
2005-07-29,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,86.85130106792326,53.49154305341732,32.55795200051399,29.438817829868004,15.65659407373279
2005-08-01,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,86.85130106792326,55.63843484254623,32.55795200051399,29.438817829868004,15.65659407373279
2005-08-02,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,86.85130106792326,55.63843484254623,32.55795200051399,29.438817829868004,15.65659407373279
2005-08-03,23.23647771667845,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,86.85130106792326,55.63843484254623,32.55795200051399,29.438817829868004,15.65659407373279
2005-08-04,21.260992234418932,-1.914164025220947,-9.14124143919633,-4.089823882335798,15.209430974364142,79.53831875147961,55.63843484254623,32.55795200051399,29.438817829868004,12.858956913151285
2005-08-05,21.260992234418932,0.0,-9.14124143919633,-6.003987907556744,16.603675044623817,71.7986143153697,55.63843484254623,32.55795200051399,29.438817829868004,9.56859269021879
2005-08-08,21.260992234418932,0.0,-9.14124143919633,-6.003987907556744,16.603675044623817,55.66094438761305,58.6381395766983,32.55795200051399,29.438817829868004,9.56859269021879
2005-08-09,21.260992234418932,0.0,-9.14124143919633,-6.003987907556744,16.603675044623817,55.66094438761305,58.6381395766983,35.592907150335606,29.438817829868004,9.56859269021879
2005-08-10,21.260992234418932,0.0,-9.14124143919633,-6.003987907556744,16.603675044623817,55.66094438761305,58.6381395766983,35.592907150335606,29.438817829868004,0.5558404142603618
2005-08-11,16.684182853581834,0.0,-7.109396371349457,-6.003987907556744,16.603675044623817,55.66094438761305,58.6381395766983,35.592907150335606,29.438817829868004,0.5558404142603618
2005-08-12,14.689490051615719,0.0,-7.109396371349457,-6.003987907556744,16.603675044623817,55.66094438761305,58.6381395766983,35.592907150335606,31.801709864253574,-5.383562834993124
2005-08-15,8.959502057536358,0.0,-3.6645000259274507,-3.718896258899392,16.603675044623817,55.66094438761305,61.32331069814929,35.592907150335606,38.07339912877303,-5.383562834993124
2005-08-16,8.959502057536358,0.0,-3.6645000259274507,-3.718896258899392,16.603675044623817,55.66094438761305,61.32331069814929,35.592907150335606,38.07339912877303,-8.34178068469665
2005-08-17,8.959502057536358,0.0,-3.6645000259274507,-3.718896258899392,16.603675044623817,55.66094438761305,61.32331069814929,35.592907150335606,38.07339912877303,-8.34178068469665
2005-08-18,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,13.912683374730367,55.66094438761305,61.32331069814929,40.158159989400936,38.07339912877303,-8.34178068469665
2005-08-19,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,13.912683374730367,55.66094438761305,61.32331069814929,40.158159989400936,38.07339912877303,-8.34178068469665
2005-08-22,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,13.912683374730367,55.66094438761305,61.32331069814929,37.448527540999166,38.07339912877303,-8.34178068469665
2005-08-23,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,13.912683374730367,55.66094438761305,64.32522331679246,37.448527540999166,38.07339912877303,-8.34178068469665
2005-08-24,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,13.912683374730367,55.66094438761305,68.14796680882314,41.99614654918643,38.07339912877303,-8.34178068469665
2005-08-25,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,8.95133411581518,61.1213635736696,80.69853551242187,34.9816542931647,38.07339912877303,-8.34178068469665
2005-08-26,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,8.95133411581518,61.1213635736696,80.69853551242187,34.9816542931647,38.07339912877303,-8.34178068469665
2005-08-29,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,8.95133411581518,61.1213635736696,73.10209386902925,34.9816542931647,40.58225241674077,-8.34178068469665
2005-08-30,8.959502057536358,0.0,-1.5195651686912819,-3.718896258899392,8.95133411581518,61.1213635736696,73.10209386902925,32.76959527855624,40.58225241674077,-8.34178068469665
2005-08-31,8.959502057536358,-1.911650956537378,-1.5195651686912819,-3.718896258899392,8.95133411581518,61.1213635736696,73.10209386902925,27.226628040753646,40.58225241674077,-8.34178068469665
2005-09-01,4.669081386646299,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,40.58225241674077,-8.34178068469665
2005-09-02,1.5622343828213991,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,43.78571470755823,-8.34178068469665
2005-09-05,-0.4858802075954494,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,43.78571470755823,-8.34178068469665
2005-09-06,-0.4858802075954494,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,43.78571470755823,-8.34178068469665
2005-09-07,-0.4858802075954494,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,44.20263889357732,-8.34178068469665
2005-09-08,-3.036714420207837,2.2435691801001365,0.49380479351110546,-5.597065686849236,8.95133411581518,79.56501450628757,73.10209386902925,27.226628040753646,42.0774773006115,-8.34178068469665
2005-09-09,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,7.124359357261697,79.56501450628757,73.10209386902925,27.226628040753646,42.0774773006115,-8.34178068469665
2005-09-12,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,7.124359357261697,91.62021745424148,73.10209386902925,27.226628040753646,42.0774773006115,-3.0025028094858133
2005-09-13,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,7.124359357261697,91.62021745424148,73.10209386902925,27.226628040753646,39.143190037579224,-3.0025028094858133
2005-09-14,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,9.081339543687427,91.62021745424148,73.10209386902925,27.226628040753646,39.143190037579224,-3.0025028094858133
2005-09-15,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,9.081339543687427,91.62021745424148,73.10209386902925,27.226628040753646,39.143190037579224,-3.0025028094858133
2005-09-16,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,9.081339543687427,99.27826236415758,73.10209386902925,27.226628040753646,39.143190037579224,-3.0025028094858133
2005-09-19,-3.036714420207837,2.2435691801001365,2.473316334250566,-5.597065686849236,9.081339543687427,99.27826236415758,73.10209386902925,27.226628040753646,40.145791791926996,-5.363613091807179
2005-09-20,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,9.081339543687427,99.27826236415758,73.10209386902925,27.226628040753646,40.145791791926996,-5.363613091807179
2005-09-21,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,9.081339543687427,99.27826236415758,73.10209386902925,27.226628040753646,40.145791791926996,-5.363613091807179
2005-09-22,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,9.081339543687427,99.27826236415758,73.10209386902925,27.226628040753646,48.09630610592246,-5.363613091807179
2005-09-23,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,7.813566366948724,99.27826236415758,73.10209386902925,27.226628040753646,48.09630610592246,-5.363613091807179
2005-09-26,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,7.813566366948724,99.27826236415758,73.10209386902925,24.986519255123678,48.09630610592246,-5.363613091807179
2005-09-27,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,7.813566366948724,99.27826236415758,73.10209386902925,24.986519255123678,48.09630610592246,-7.358167803137876
2005-09-28,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,7.813566366948724,84.79323046114807,73.10209386902925,24.986519255123678,54.931115680034516,-7.358167803137876
2005-09-29,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,7.813566366948724,84.79323046114807,73.10209386902925,24.986519255123678,54.931115680034516,-7.358167803137876
2005-09-30,-0.734530840487483,2.2435691801001365,2.473316334250566,-7.89924926656959,6.25040552132279,77.2176998538883,70.57740128497495,24.986519255123678,57.80245282375238,-7.358167803137876
2005-10-03,-0.734530840487483,0.7063663137415932,0.9603075854644216,-7.89924926656959,6.25040552132279,77.2176998538883,70.57740128497495,24.986519255123678,57.80245282375238,-7.358167803137876
2005-10-04,8.42778934080657,-3.839040529994637,-2.7170260818111234,-7.89924926656959,6.25040552132279,30.721166499795153,70.57740128497495,24.986519255123678,57.80245282375238,-7.358167803137876
2005-10-05,4.986219928086182,-3.839040529994637,-2.7170260818111234,-7.89924926656959,6.25040552132279,30.721166499795153,70.57740128497495,24.986519255123678,53.69194687820865,-7.358167803137876
2005-10-06,8.686214759887662,-7.79054892515218,-2.7170260818111234,-7.89924926656959,6.25040552132279,30.721166499795153,71.03102174873332,30.398935842785942,50.15751597046901,-7.358167803137876
2005-10-07,11.175736245666203,-7.79054892515218,-5.206547567589666,-7.89924926656959,4.856161451063115,30.721166499795153,58.94392877403887,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-10,13.501945341330774,-7.79054892515218,-7.532756663254239,-7.89924926656959,4.856161451063115,30.721166499795153,56.12515577501753,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-11,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,4.856161451063115,30.721166499795153,56.12515577501753,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-12,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,16.656951419880322,53.43998465356654,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-13,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,-2.527915549368185,51.969731686464115,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-14,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,-15.646379645340838,46.714622136156876,26.621678622327938,50.68598016049352,-7.358167803137876
2005-10-17,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,-15.646379645340838,46.714622136156876,26.621678622327938,50.68598016049352,-2.868635386815969
2005-10-18,15.6432969937043,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,-15.646379645340838,46.714622136156876,26.621678622327938,50.68598016049352,-2.868635386815969
2005-10-19,17.80803207132342,-9.931900577525706,-7.532756663254239,-7.89924926656959,2.4496017612507326,-15.646379645340838,43.712709517513716,26.621678622327938,50.68598016049352,-2.868635386815969
2005-10-20,20.184732002098134,-9.931900577525706,-9.90945659402895,-7.89924926656959,2.4496017612507326,-15.646379645340838,27.492589177481868,16.64400919560034,50.68598016049352,-2.868635386815969
2005-10-21,20.184732002098134,-9.931900577525706,-9.90945659402895,-7.89924926656959,0.3249138344938096,-15.646379645340838,27.492589177481868,10.685261136536422,39.439452448746785,-2.868635386815969
2005-10-24,20.184732002098134,-9.931900577525706,-9.90945659402895,-7.89924926656959,-1.0861270338964202,-15.646379645340838,27.492589177481868,10.685261136536422,39.439452448746785,-2.868635386815969
2005-10-25,23.97518875735362,-9.931900577525706,-13.69991334928444,-7.89924926656959,-1.0861270338964202,-15.646379645340838,27.492589177481868,10.685261136536422,37.79087853214653,-2.868635386815969
2005-10-26,23.97518875735362,-9.931900577525706,-13.69991334928444,-7.89924926656959,-1.0861270338964202,-35.46741683075118,27.492589177481868,10.685261136536422,37.79087853214653,-2.868635386815969
2005-10-27,23.97518875735362,-9.931900577525706,-13.69991334928444,-7.89924926656959,-1.0861270338964202,-35.46741683075118,27.492589177481868,10.685261136536422,37.79087853214653,-2.868635386815969
