Unnamed: 0,price_change,senti,fit
2012-02-27,0.16215030170049388,0.574246998599351,0.04640895811619926
2012-02-28,0.15563251913962833,0.5539421417551935,0.046727961358552984
2012-02-29,0.1597288384023454,0.6391389117814774,0.04541810155979435
2012-03-01,0.14510731174972738,0.5276932152219498,0.04722609043818559
2012-03-02,0.15357077625570797,0.332082704117977,0.051543745390345945
2012-03-05,0.17255404910223546,0.40689773555276876,0.050591374668961096
2012-03-06,0.18587928464977665,0.5765209116547765,0.04637570524082252
2012-03-07,0.17183515061910942,0.45765895610377383,0.049109193793600986
2012-03-08,0.15858031467252123,0.3391888614723555,0.051546559101278505
2012-03-09,0.1571584699453554,0.42499336935538534,0.050098391211875204
2012-03-12,0.16389799635701294,0.2585664520083597,0.050553501234653644
2012-03-13,0.1414145031333932,0.3103758265579537,0.051415579462915965
2012-03-14,0.13193473193473212,0.08582874783280636,0.04775222725018406
2012-03-15,0.1244269340974214,0.27015661331305196,0.05079410361141516
2012-03-16,0.12241687522345389,0.5290544240828561,0.04719738096328915
2012-03-19,0.10715811965811985,0.34555972004950797,0.0515317927360867
2012-03-20,0.0974642857142859,0.3064647458338663,0.0513747584737647
2012-03-21,0.10443649373881951,0.4745221305732734,0.04859809268137379
2012-03-22,0.12703383729301676,0.4640493142212092,0.04891344737331657
2012-03-23,0.10792682926829288,0.4702059608193889,0.04872700615621104
2012-03-26,0.09077738515901079,0.5172617403543434,0.04745727746418594
2012-03-27,0.11123355847849291,0.3762376449337299,0.05123132683616873
2012-03-28,0.11244420639171596,0.45963208581358805,0.04904858011755465
2012-03-29,0.10992311818344379,0.4440802128840149,0.049527154953421144
2012-03-30,0.1079280242294675,0.4134513056664335,0.05042040686137718
2012-04-02,0.09182300884955771,0.4613024407000128,0.04899737605777321
2012-04-03,0.09987577639751573,0.5002655925288073,0.04787611181693571
2012-04-04,0.12449309169208704,0.49048788002988775,0.04813929921171213
2012-04-05,0.13375292213630663,0.3429632047232827,0.051539801016913286
2012-04-06,0.13501168854522588,0.3073491619334281,0.05138442725187646
2012-04-09,0.14396363636363657,0.20812222335029018,0.04942193934525341
2012-04-10,0.16429624170965385,0.32675918159675854,0.05152859330896637
2012-04-11,0.1561217008797656,0.128670428533054,0.0480711532832715
2012-04-12,0.12947330447330466,-0.08777795456244397,0.05068241136494284
2012-04-13,0.12963369963369983,-0.1602227267348144,0.05310013419967441
2012-04-16,0.13284457478005884,-0.18650089830562744,0.05363458648482148
2012-04-17,0.11163715215034353,-0.2945168231069196,0.05287910823316525
2012-04-18,0.11042989298022875,-0.33954141208176825,0.05190088490930069
2012-04-19,0.11981785063752297,-0.15991491792718737,0.05309222905999241
2012-04-20,0.11212506816942394,0.02148110605467135,0.04796428045302951
2012-04-23,0.110585213722253,-0.0944279929550288,0.05092044159943951
2012-04-24,0.10051094890510968,-0.18786085964603383,0.05365406110926222
2012-04-25,0.08268156424581025,-0.09714034048108322,0.05101821216260817
2012-04-26,0.06010381242169341,-0.11482777120965759,0.051656419168002086
2012-04-27,0.05126921701823402,-0.17191894329712176,0.05337370328415375
2012-04-30,0.07298170075349858,-0.12596490352482415,0.05204852230481455
2012-05-01,0.06690467690110695,-0.14091958132677318,0.052544551221470795
2012-05-02,0.06991055456171755,-0.2260585091431484,0.05385156765864424
2012-05-03,0.08365800865800886,-0.14426282893455455,0.052648654448242585
2012-05-04,0.0968440366972479,-0.2355636426380222,0.05380106744735115
2012-05-07,0.1077796082738424,-0.18325558027792765,0.053584698408400355
