,SXXP_Sentiment,price
2010-07-07,0.25774983864177997,1387.5
2010-07-08,0.2220668235005296,1419.5
2010-07-09,0.14402515394810092,1440.5
2010-07-12,0.16099009212673976,1442.5
2010-07-13,0.17630100105151986,1492.5
2010-07-14,0.17916760191705441,1494.5
2010-07-15,0.3010315114645189,1460.5
2010-07-16,0.4200010453363629,1408.5
2010-07-19,0.438526420742637,1397.5
2010-07-20,0.40726124205743075,1384.5
2010-07-21,0.38471283579469423,1397.5
2010-07-22,0.33402242910709273,1473.5
2010-07-23,0.36279292109492794,1480.5
2010-07-26,0.3878711919390372,1501.5
2010-07-27,0.3947406920170199,1527.5
2010-07-28,0.3761257355999347,1524.5
2010-07-29,0.4068067259435578,1512.5
2010-07-30,0.4152934963413598,1506.5
2010-08-02,0.5075418941773251,1576.5
2010-08-03,0.4519353147148296,1576.5
2010-08-04,0.4784642321083566,1588.5
2010-08-05,0.3814172389354392,1580.5
2010-08-06,0.43751986491739076,1540.5
2010-08-09,0.3897552517065418,1587.5
2010-08-10,0.3670901554771664,1557.5
2010-08-11,0.4805773109182213,1487.5
2010-08-12,0.581249433679141,1485.5
2010-08-13,0.49087257692146047,1467.5
2010-08-16,0.42018929925428444,1455.5
2010-08-17,0.47786288584359465,1497.5
2010-08-18,0.4307330779027493,1491.5
2010-08-19,0.36268841650744027,1438.5
2010-08-20,0.32693178817337387,1406.5
2010-08-23,0.33334926715589525,1416.5
2010-08-24,0.32968848930763023,1375.5
2010-08-25,0.3186345263103976,1351.5
2010-08-26,0.24374939081495633,1362.5
2010-08-27,0.3477618539514504,1391.5
2010-08-30,0.3276348204413327,1380.5
2010-08-31,0.3349709000402855,1376.5
2010-09-01,0.3918840775296966,1473.5
2010-09-02,0.2977347529574039,1477.5
2010-09-03,0.3336145570584014,1505.5
2010-09-06,0.33760284946073804,1513.5
2010-09-07,0.36220133797783366,1490.5
2010-09-08,0.3652285591690629,1516.5
2010-09-09,0.6397459451257966,1541.5
2010-09-10,0.5767711615407812,1545.5
2010-09-13,0.7329800855662434,1568.5
2010-09-14,0.6968645223656686,1570.5
2010-09-15,0.6725152018558034,1558.5
2010-09-16,0.7344210122186022,1548.5
2010-09-17,0.8012768479316662,1520.5
2010-09-20,0.817416492234685,1563.5
2010-09-21,0.7664356045714774,1559.5
2010-09-22,0.7448604835886787,1518.5
2010-09-23,0.6802089968863858,1498.5
2010-09-24,0.7613699459212867,1554.5
2010-09-27,0.6540320817391542,1540.5
2010-09-28,0.7059640646922238,1537.5
2010-09-29,0.7262665176155862,1516.5
2010-09-30,0.7791456483701817,1513.5
2010-10-01,0.6500090671912429,1493.5
2010-10-04,0.6519607568698784,1466.5
2010-10-05,0.7123551960467527,1520.5
2010-10-06,0.7243689543293549,1540.5
2010-10-07,0.7797325606256295,1548.5
2010-10-08,0.7124760731894919,1549.5
2010-10-11,0.7282597672435001,1552.5
2010-10-12,0.7074709072108035,1540.5
2010-10-13,0.8016502892467354,1605.5
2010-10-14,0.7244942282860698,1601.5
2010-10-15,0.7987950753150127,1602.5
2010-10-18,0.7947486880097534,1616.5
2010-10-19,0.7911737003050012,1600.5
2010-10-20,0.7254134753092413,1617.5
2010-10-21,0.7964927527127464,1644.5
2010-10-22,0.75045313374423,1637.5
2010-10-25,0.8250354819310761,1638.5
2010-10-26,0.7987531039505783,1623.5
2010-10-27,0.7488947352819677,1597.5
2010-10-28,0.7469081758314933,1613.5
2010-10-29,0.7810174088753484,1614.5
2010-11-01,0.7942744181262296,1601.5
2010-11-02,0.7428814083446122,1627.5
2010-11-03,0.8037870712005807,1592.5
2010-11-04,0.7755070479959909,1647.5
2010-11-05,0.8025652357046381,1636.5
2010-11-08,0.7574819612740302,1637.5
2010-11-09,0.7824651285838725,1659.5
2010-11-10,0.7538930009965081,1617.5
2010-11-11,0.7639733803120528,1603.5
2010-11-12,0.7312116818505512,1596.5
2010-11-15,0.7138835086133557,1621.5
2010-11-16,0.7281381681527208,1559.5
2010-11-17,0.656785849451665,1578.5
2010-11-18,0.5251990771564887,1626.5
2010-11-19,0.5634883375641151,1617.5
2010-11-22,0.6252124914826458,1588.5
2010-11-23,0.6104185469437807,1518.5
2010-11-24,0.608863808300442,1532.5
2010-11-25,0.6176990613952216,1539.5
2010-11-26,0.6474913067608867,1513.5
2010-11-29,0.7082890587534807,1450.5
2010-11-30,0.7145699655885753,1428.5
2010-12-01,0.7476703377239222,1496.5
2010-12-02,0.7568477565270173,1559.5
2010-12-03,0.7312075802757103,1562.5
2010-12-06,0.6848782253806117,1544.5
2010-12-07,0.7048886866166797,1578.5
2010-12-08,0.6843236366278578,1595.5
2010-12-09,0.8169383865163254,1615.5
2010-12-10,0.7209845670484251,1614.5
2010-12-13,0.711760072487449,1630.5
2010-12-14,0.7398860084241518,1635.5
2010-12-15,0.7355010998629973,1620.5
2010-12-16,0.6790887538427818,1620.5
2010-12-17,0.8020097606817844,1595.5
2010-12-20,0.7617297422874121,1614.5
2010-12-21,0.6778409068502298,1649.5
2010-12-22,0.6766154444839201,1648.5
2010-12-23,0.6878254857472472,1638.5
2010-12-24,0.6917419006849276,1638.5
2010-12-27,0.6779637632554217,1602.5
2010-12-28,0.6748144037276183,1598.5
2010-12-29,0.6814722565129705,1614.5
2010-12-30,0.6654580495542228,1570.5
2010-12-31,0.6385893015466932,1570.5
2011-01-03,0.6496750123256213,1610.5
2011-01-04,0.6811361006355429,1613.5
2011-01-05,0.7055216115395366,1602.5
2011-01-06,0.7534092224388674,1606.5
2011-01-07,0.8098567603838791,1579.5
2011-01-10,0.7873176314420387,1537.5
2011-01-11,0.8023381705956082,1569.5
2011-01-12,0.7856239122170425,1648.5
2011-01-13,0.7689477132802882,1687.5
2011-01-14,0.7962141395510081,1697.5
2011-01-17,0.6837591448780863,1684.5
2011-01-18,0.6769969406627098,1719.5
2011-01-19,0.6995118779186382,1697.5
2011-01-20,0.7072002959743132,1701.5
2011-01-21,0.6962560643334645,1746.5
2011-01-24,0.6762570293961059,1754.5
2011-01-25,0.6812803163006255,1731.5
2011-01-26,0.5974633748146353,1743.5
2011-01-27,0.5867100960058742,1769.5
2011-01-28,0.5876901756868381,1734.5
2011-01-31,0.6130934304554375,1736.5
2011-02-01,0.5903758710200806,1779.5
2011-02-02,0.5529016023443252,1787.5
2011-02-03,0.5546870672039924,1766.5
2011-02-04,0.5139091583700595,1776.5
2011-02-07,0.6084946135401512,1805.5
2011-02-08,0.6069152322935849,1814.5
2011-02-09,0.5874377880718644,1807.5
2011-02-10,0.5323601613381248,1802.5
2011-02-11,0.5265823422351964,1808.5
2011-02-14,0.500457936763606,1796.5
2011-02-15,0.4847287824694835,1806.5
2011-02-16,0.4987512999339012,1844.5
2011-02-17,0.513115060961564,1841.5
2011-02-18,0.5397607467874633,1843.5
2011-02-21,0.44227696703301983,1788.5
2011-02-22,0.40620053548080054,1764.5
2011-02-23,0.4321410333752258,1735.5
2011-02-24,0.2834051735317381,1727.5
2011-02-25,0.24792138832171048,1759.5
2011-02-28,0.3688240894899394,1789.5
2011-03-01,0.35620099507786707,1759.5
2011-03-02,0.3146468520067895,1737.5
2011-03-03,0.2908082831047346,1742.5
2011-03-04,0.29694077407344766,1722.5
2011-03-07,0.3009438557075963,1708.5
2011-03-08,0.27469505018690804,1719.5
2011-03-09,0.2717463714690388,1709.5
2011-03-10,0.3132054180282581,1684.5
2011-03-11,0.3687555524841049,1661.5
2011-03-14,0.3433257472677627,1630.5
2011-03-15,0.37239237685161825,1569.5
2011-03-16,0.29805907644884816,1505.5
2011-03-17,0.18334349093145116,1561.5
2011-03-18,0.26932271409368697,1571.5
2011-03-21,0.22749247505306097,1634.5
2011-03-22,0.2134171180937976,1633.5
2011-03-23,0.16422771388132124,1641.5
2011-03-24,0.23583493661415225,1689.5
2011-03-25,0.19975837308012281,1692.5
2011-03-28,0.1975535812661485,1691.5
2011-03-29,0.21462780921599314,1689.5
2011-03-30,0.2457125311067796,1710.5
2011-03-31,0.40125808804252994,1698.5
2011-04-01,0.34749957036853446,1739.5
2011-04-04,0.36375827805032707,1738.5
2011-04-05,0.39630399297259206,1731.5
2011-04-06,0.558854365241848,1751.5
2011-04-07,0.512809614136437,1743.5
2011-04-08,0.5225323825919025,1758.5
2011-04-11,0.5646534371954544,1756.5
2011-04-12,0.5463040454537583,1710.5
2011-04-13,0.47594175394505855,1728.5
2011-04-14,0.44676796376329825,1700.5
2011-04-15,0.4656778727170242,1698.5
2011-04-18,0.542325485940449,1630.5
2011-04-19,0.4491661589524087,1635.5
2011-04-20,0.46400313834584894,1699.5
2011-04-21,0.3716305696359927,1723.5
2011-04-22,0.41272514421955914,1723.5
2011-04-25,0.3253585796185504,1723.5
2011-04-26,0.3231868243810069,1742.5
2011-04-27,0.3520715968445315,1766.5
2011-04-28,0.3844753703959443,1795.5
2011-04-29,0.368724445900504,1801.5
2011-05-02,0.3863480342048407,1808.5
2011-05-03,0.4170522678657341,1796.5
2011-05-04,0.44681788853611737,1753.5
2011-05-05,0.4442362307827074,1733.5
2011-05-06,0.47483384588226185,1771.5
2011-05-09,0.54584930055066,1725.5
2011-05-10,0.5721040794593796,1760.5
2011-05-11,0.4888177466493181,1767.5
2011-05-12,0.4676247907827866,1738.5
2011-05-13,0.5012097197253151,1722.5
2011-05-16,0.4928471226385261,1711.5
2011-05-17,0.4408679313064643,1689.5
2011-05-18,0.29166437258874117,1700.5
2011-05-19,0.3267296030941662,1719.5
2011-05-20,0.34426191003257667,1690.5
2011-05-23,0.343609015314636,1646.5
2011-05-24,0.2768721291759224,1647.5
2011-05-25,0.2827424172229964,1664.5
2011-05-26,0.24872169461373272,1648.5
2011-05-27,0.2306677765574357,1668.5
2011-05-30,0.14547904438712816,1664.5
2011-05-31,0.1842387664052325,1711.5
2011-06-01,0.13537943473897687,1682.5
2011-06-02,0.12089574995222781,1637.5
2011-06-03,0.1128985795171793,1637.5
2011-06-06,0.10265194962220085,1619.5
2011-06-07,0.1085816474198618,1628.5
2011-06-08,0.08616786894267528,1603.5
2011-06-09,0.0526723588860051,1627.5
2011-06-10,0.05177887608599989,1588.5
2011-06-13,0.061027507258019975,1591.5
2011-06-14,0.049710302639387374,1632.5
2011-06-15,0.08312928301018642,1587.5
2011-06-16,0.21929384577914757,1584.5
2011-06-17,0.21852239158038894,1629.5
2011-06-20,0.21633202004023308,1605.5
2011-06-21,0.21398804175925012,1657.5
2011-06-22,0.16673185371777482,1653.5
2011-06-23,0.2625755962649608,1585.5
2011-06-24,0.26820697585337877,1574.5
2011-06-27,0.26711978297631256,1579.5
2011-06-28,0.26167689680160133,1606.5
2011-06-29,0.2856987701988182,1658.5
2011-06-30,0.3195450357299251,1702.5
2011-07-01,0.25139186161461763,1728.5
2011-07-04,0.27483505971845135,1723.5
2011-07-05,0.334121665581252,1709.5
2011-07-06,0.3856731876604863,1686.5
2011-07-07,0.39672310052451376,1704.5
2011-07-08,0.4362900736319162,1647.5
2011-07-11,0.48142106679218494,1564.5
2011-07-12,0.47942836492631874,1548.5
2011-07-13,0.43301764459375836,1573.5
2011-07-14,0.33377577082228116,1555.5
2011-07-15,0.4292934342441718,1535.5
2011-07-18,0.4608766322662391,1484.5
2011-07-19,0.4313026081707747,1512.5
2011-07-20,0.46561667489424463,1559.5
2011-07-21,0.48967120194730385,1619.5
2011-07-22,0.433255583751522,1627.5
2011-07-25,0.3538879309463507,1602.5
2011-07-26,0.35388895292183353,1599.5
2011-07-27,0.4337647315804052,1549.5
2011-07-28,0.48732465706066863,1551.5
2011-07-29,0.4558946182861899,1528.5
2011-08-01,0.4936921817906751,1462.5
2011-08-02,0.5049310561711715,1407.5
2011-08-03,0.5105317877332929,1351.5
2011-08-04,0.41477954113987703,1263.5
2011-08-05,0.40459889296525053,1234.5
2011-08-08,0.3910306454949798,1153.5
2011-08-09,0.3817266936504572,1154.5
2011-08-10,0.37469255997120865,1008.5
2011-08-11,0.41301147186203274,1070.5
2011-08-12,0.36100477660263697,1155.5
2011-08-15,0.24919409629788283,1176.5
2011-08-16,0.22449360565781018,1175.5
2011-08-17,0.19881447653130271,1184.5
2011-08-18,0.2062639401493712,1057.5
2011-08-19,0.1993388461738357,1014.5
2011-08-22,0.19452753863191607,1035.5
2011-08-23,0.19018479512892023,1051.5
2011-08-24,0.15152424645206866,1088.5
2011-08-25,0.17104246262497805,1067.5
2011-08-26,0.1964514913986119,1038.5
2011-08-29,0.20691582660615176,1091.5
2011-08-30,0.2494589780138456,1091.5
2011-08-31,0.2883927826485708,1150.5
2011-09-01,0.2279592443521108,1152.5
2011-09-02,0.1984594460441273,1072.5
2011-09-05,0.23246769844562737,966.5
2011-09-06,0.3075712880533042,936.5
2011-09-07,0.2620959535383507,1003.5
2011-09-08,0.21220864685153523,1016.5
2011-09-09,0.24870636670804042,925.5
2011-09-12,0.3500062053909843,852.5
2011-09-13,0.3146417685973902,883.5
2011-09-14,0.24127959407540733,936.5
2011-09-15,0.3242561613571545,1007.5
2011-09-16,0.37352966469161536,1002.5
2011-09-19,0.3595541011412607,960.5
2011-09-20,0.34866053185965934,998.5
2011-09-21,0.37376451529144017,957.5
2011-09-22,0.3614439380495108,856.5
2011-09-23,0.35223866814135596,882.5
2011-09-26,0.33402984272143144,943.5
2011-09-27,0.32223093188807567,1047.5
2011-09-28,0.24921901571764082,1035.5
2011-09-29,0.2552652147813671,1070.5
2011-09-30,0.2285515235732972,1025.5
2011-10-03,0.24239503066774817,999.5
2011-10-04,0.28674325814151536,953.5
2011-10-05,0.23943884694018877,1035.5
2011-10-06,0.2664785145462081,1105.5
2011-10-07,0.2724100729724256,1128.5
2011-10-10,0.2796821923994386,1179.5
2011-10-11,0.27898765353300575,1171.5
2011-10-12,0.36581968528803477,1228.5
2011-10-13,0.38924065529260043,1188.5
2011-10-14,0.3708699345091032,1212.5
2011-10-17,0.3946970777220227,1179.5
2011-10-18,0.3832723705113964,1165.5
2011-10-19,0.4251849382833461,1190.5
2011-10-20,0.4211834492750538,1136.5
2011-10-21,0.4716902653362897,1197.5
2011-10-24,0.5010954071494853,1233.5
2011-10-25,0.5311800100350574,1203.5
2011-10-26,0.4919985679593791,1194.5
2011-10-27,0.6633373589072558,1337.5
2011-10-28,0.6560674404575076,1325.5
2011-10-31,0.646586644810651,1257.5
2011-11-01,0.6917894311550149,1120.5
2011-11-02,0.6730832822052115,1154.5
2011-11-03,0.6543302299211126,1217.5
2011-11-04,0.5803537823080781,1155.5
2011-11-07,0.5773339284904526,1141.5
2011-11-08,0.5499615256367468,1174.5
2011-11-09,0.6019518693498414,1117.5
2011-11-10,0.5356223608465092,1123.5
2011-11-11,0.5428527188141503,1189.5
2011-11-14,0.5368635032826208,1159.5
2011-11-15,0.5311229797405244,1126.5
2011-11-16,0.5788347382230177,1139.5
2011-11-17,0.5405432892185192,1109.5
2011-11-18,0.5338011253232291,1109.5
2011-11-21,0.5524563458270257,1033.5
2011-11-22,0.5357189311087943,1012.5
2011-11-23,0.5117646233756155,972.5
2011-11-24,0.41923214308423695,962.5
2011-11-25,0.41197193652463204,977.5
2011-11-28,0.4887166165202892,1087.5
2011-11-29,0.4090373238422928,1102.5
2011-11-30,0.5097090985574102,1195.5
2011-12-01,0.45225676662067904,1184.5
2011-12-02,0.4926585611191706,1209.5
2011-12-05,0.4954940922781031,1244.5
2011-12-06,0.5065799226920682,1230.5
2011-12-07,0.542267714700054,1214.5
2011-12-08,0.6659735966009047,1158.5
2011-12-09,0.691795588789613,1212.5
2011-12-12,0.6210380052743348,1144.5
2011-12-13,0.6510194092694297,1128.5
2011-12-14,0.5861080017852941,1080.5
2011-12-15,0.6230203798241015,1099.5
2011-12-16,0.6768964029350988,1073.5
2011-12-19,0.6421376027546498,1072.5
2011-12-20,0.7073412983655979,1130.5
2011-12-21,0.6721397302141164,1114.5
2011-12-22,0.5938710334825111,1143.5
2011-12-23,0.5670717228840808,1159.5
2011-12-26,0.6025937016447858,1159.5
2011-12-27,0.5526996720463235,1165.5
2011-12-28,0.5641797471669955,1133.5
2011-12-29,0.5681158225022047,1156.5
2011-12-30,0.5879522054531229,1186.5
2012-01-02,0.6188654592759714,1237.5
2012-01-03,0.633931351617014,1263.5
2012-01-04,0.6003047001035253,1225.5
2012-01-05,0.7065669843081593,1190.5
2012-01-06,0.7334169890392195,1168.5
2012-01-09,0.7692624850302748,1158.5
2012-01-10,0.8869817171139189,1220.5
2012-01-11,0.8140967407945334,1206.5
2012-01-12,0.8952242055888056,1219.5
2012-01-13,0.9031170839196809,1205.5
2012-01-16,0.8184493853644597,1235.5
2012-01-17,0.818700881733729,1266.5
2012-01-18,0.8679240975436315,1264.5
2012-01-19,0.873933927107772,1309.5
2012-01-20,0.8691454995419482,1302.5
2012-01-23,0.8203742909179643,1314.5
2012-01-24,0.7694839646403887,1305.5
2012-01-25,0.7630983747875983,1298.5
2012-01-26,0.770336081779599,1339.5
2012-01-27,0.7572219454169064,1320.5
2012-01-30,0.7922167915878195,1285.5
2012-01-31,0.7841012631498009,1298.5
2012-02-01,0.8253638170668216,1348.5
2012-02-02,0.7164566206368377,1357.5
2012-02-03,0.8057136863928396,1392.5
2012-02-06,0.7744676369208268,1385.5
2012-02-07,0.7987921878684034,1392.5
2012-02-08,0.8428238393592832,1391.5
2012-02-09,0.826000804879959,1398.5
2012-02-10,0.831447502663487,1360.5
2012-02-13,0.7874517793394709,1365.5
2012-02-14,0.7809544255329935,1367.5
2012-02-15,0.7615205064525574,1373.5
2012-02-16,0.7805095956840482,1365.5
2012-02-17,0.758844219024116,1398.5
2012-02-20,0.7743270260397528,1428.5
2012-02-21,0.7843901873997927,1422.5
2012-02-22,0.7474070339519631,1399.5
2012-02-23,0.7662055532772175,1387.5
2012-02-24,0.7888629809073601,1403.5
2012-02-27,0.8238773895922666,1395.5
2012-02-28,0.8018372868541637,1399.5
2012-02-29,0.8439146195640934,1388.5
2012-03-01,0.8121234300304208,1425.5
2012-03-02,0.7389620649146683,1424.5
2012-03-05,0.7819484911073245,1410.5
2012-03-06,0.7901038390832327,1330.5
2012-03-07,0.7309235259322392,1341.5
2012-03-08,0.666268405167063,1392.5
2012-03-09,0.6382556303187652,1397.5
2012-03-12,0.6268897168511286,1392.5
2012-03-13,0.6134621369667407,1436.5
2012-03-14,0.5751420559622231,1455.5
2012-03-15,0.6185013564487547,1472.5
2012-03-16,0.734546557487924,1483.5
2012-03-19,0.6725498039204251,1488.5
2012-03-20,0.6634619655316298,1455.5
2012-03-21,0.737409174521383,1450.5
2012-03-22,0.7150870121860551,1411.5
2012-03-23,0.7225754809963959,1406.5
2012-03-26,0.7348663142090485,1418.5
2012-03-27,0.7313952421401535,1404.5
2012-03-28,0.6660957741514882,1377.5
2012-03-29,0.7082917379333447,1332.5
2012-03-30,0.66255186914996,1356.5
2012-04-02,0.7174376843524481,1377.5
2012-04-03,0.6694089080335103,1339.5
2012-04-04,0.7336896939482896,1273.5
2012-04-05,0.6109707710269866,1273.5
2012-04-06,0.6279031136175364,1273.5
2012-04-09,0.5582294099370608,1273.5
2012-04-10,0.5289988801620288,1205.5
2012-04-11,0.5627449285117406,1218.5
2012-04-12,0.4353829210181237,1233.5
2012-04-13,0.37384736366136184,1173.5
2012-04-16,0.3214306113330786,1192.5
2012-04-17,0.3543215628335682,1250.5
2012-04-18,0.2982901759446274,1212.5
2012-04-19,0.4056936174506662,1170.5
2012-04-20,0.4204861649629234,1198.5
2012-04-23,0.4865040133762092,1129.5
2012-04-24,0.43836171243186206,1174.5
2012-04-25,0.4629995192316942,1213.5
2012-04-26,0.42221711765868203,1210.5
2012-04-27,0.49765778922798615,1233.5
2012-04-30,0.44805210762137115,1206.5
2012-05-01,0.3758547077552411,1206.5
2012-05-02,0.36529447973241413,1189.5
2012-05-03,0.37110178246990033,1186.5
2012-05-04,0.36837288980283234,1157.5
2012-05-07,0.36424237918704605,1193.5
2012-05-08,0.38439650498860994,1145.5
2012-05-09,0.3541370643452056,1136.5
2012-05-10,0.25658393151147485,1165.5
2012-05-11,0.22520656094448732,1177.5
2012-05-14,0.23927817652985284,1129.5
2012-05-15,0.3028784201136654,1099.5
2012-05-16,0.2772785665971991,1098.5
2012-05-17,0.23583689400376245,1075.5
2012-05-18,0.2655829316435642,1072.5
2012-05-21,0.2581144350485586,1087.5
2012-05-22,0.264345833013209,1127.5
2012-05-23,0.23517300984172812,1069.5
2012-05-24,0.2578083587217172,1096.5
2012-05-25,0.2610630210173571,1104.5
2012-05-28,0.18310030364337218,1088.5
2012-05-29,0.2225791950280967,1102.5
2012-05-30,0.19910505024918965,1059.5
2012-05-31,0.2734690224868281,1052.5
2012-06-01,0.23711004590986348,1015.5
2012-06-04,0.22600294548607028,1023.5
2012-06-05,0.13556137744531171,1029.5
2012-06-06,0.20480925522934568,1085.5
2012-06-07,0.20416310914380667,1083.5
2012-06-08,0.1759473962927002,1089.5
2012-06-11,0.2787977070286346,1083.5
2012-06-12,0.20446498437774113,1090.5
2012-06-13,0.16979522734811858,1085.5
2012-06-14,0.205976340231962,1096.5
2012-06-15,0.26566567466260793,1125.5
2012-06-18,0.2891385927200101,1107.5
2012-06-19,0.33937336918746064,1148.5
2012-06-20,0.2846532358529118,1159.5
2012-06-21,0.3237941872720237,1155.5
2012-06-22,0.3453004327589384,1139.5
2012-06-25,0.31060281012169944,1087.5
2012-06-26,0.3166653126577553,1081.5
2012-06-27,0.3353178206015504,1115.5
2012-06-28,0.3295154134621814,1110.5
2012-06-29,0.3236884743237519,1215.5
2012-07-02,0.4067191870570005,1241.5
2012-07-03,0.37764629023425655,1272.5
2012-07-04,0.321834870859653,1264.5
2012-07-05,0.45447145505310094,1241.5
2012-07-06,0.44247623970136035,1191.5
2012-07-09,0.4071018588702887,1186.5
2012-07-10,0.4658299729336802,1200.5
2012-07-11,0.46278580115336504,1200.5
2012-07-12,0.4549587129504288,1186.5
2012-07-13,0.4069949066723595,1210.5
2012-07-16,0.3959374143703858,1212.5
2012-07-17,0.42097628177366514,1204.5
2012-07-18,0.5514868948832679,1239.5
2012-07-19,0.46330497130965015,1257.5
2012-07-20,0.541441966929604,1198.5
2012-07-23,0.53615748130593,1141.5
2012-07-24,0.49224119614141326,1115.5
