,daily,3m flow $b,price
2019-06-24,76.58471218957519,-7.4384871110056725,585.582
2019-06-25,-112.34018456744779,-7.554586875596067,584.819
2019-06-26,75.15647626356017,-7.416967878483229,584.104
2019-06-27,-40.49784794296218,-7.5141271400150424,585.078
2019-06-28,-815.249165134745,-8.669823809013652,585.875
2019-07-01,429.81967090087187,-7.829486811705924,588.826
2019-07-02,283.8719905989303,-7.471375010829517,589.568
2019-07-03,220.51624391669043,-7.287456893845928,591.381
2019-07-04,15.178650046047538,-6.859469992831667,591.381
2019-07-05,-138.21600007948865,-6.7841655265208525,590.065
2019-07-08,138.39837020021545,-6.577009379624429,589.03
2019-07-09,-144.10828139376125,-6.054716595617586,587.556
2019-07-10,132.669976224217,-5.695755211644015,587.713
2019-07-11,233.1499138146497,-5.418734406559943,587.595
2019-07-12,-180.41650894475552,-5.63149560911131,587.21
2019-07-15,66.23324412733996,-5.474976616047509,588.428
2019-07-16,-0.6119778560873534,-5.1259359434536185,588.663
2019-07-17,17.85166715717246,-4.804556692306876,589.613
2019-07-18,-256.9761909857137,-4.781259036548484,589.215
2019-07-19,2.894850539097325,-4.778364186009386,590.338
2019-07-22,-11.733989577308982,-4.51581599494398,591.284
2019-07-23,224.58161849520744,-4.0105211489582135,592.231
2019-07-24,345.62902340717454,-3.513545083989611,593.424
2019-07-25,73.4351777334802,-3.23785664802129,593.564
2019-07-26,104.91065923355555,-3.0328718192907758,593.357
2019-07-29,-21.222953773843837,-2.9479250777243307,593.763
2019-07-30,0.8472077635226754,-2.495603977904411,592.823
2019-07-31,-202.46101249263774,-2.7478332614507783,593.343
2019-08-01,8.713829073733546,-2.616688291778144,592.726
2019-08-02,110.52942594899862,-2.525209687280009,593.042
2019-08-05,-2.3161100040035336,-2.5805324312372835,590.609
2019-08-06,-459.45942471778733,-2.9813932896679893,591.577
2019-08-07,-147.2287118525087,-2.8888562716273882,595.033
2019-08-08,-63.51486609977468,-2.5617222556202117,596.352
2019-08-09,-82.97076380230621,-2.218411329199989,598.485
2019-08-12,46.530162902709584,-2.0077720192599453,591.7
2019-08-13,-51.88587592853108,-1.459760989450647,590.674
2019-08-14,-409.97576668262866,-1.5800899674566795,590.63
2019-08-15,-36.615450002347394,-1.5207893490182431,591.687
2019-08-16,-127.1798009956403,-1.4944883357928687,593.934
2019-08-19,-103.54760782330341,-1.5410833476289478,592.497
2019-08-20,4.960602138589427,-1.4418771150202705,592.66
2019-08-21,14.459202320302639,-1.351906392924341,593.551
2019-08-22,52.01755497793734,-1.2500600654868315,594.932
2019-08-23,-1.0956045269856425,-1.388994480082755,594.904
2019-08-26,135.0128103755957,-1.2309412626137006,594.847
2019-08-27,66.75698479493398,-1.1283398144354402,595.403
2019-08-28,41.74477326307602,-0.9249943821078271,596.868
2019-08-29,164.77203121604188,-0.793419307749103,597.222
2019-08-30,-771.9094493000096,-0.38445842230162636,598.394
2019-09-02,-45.2495231101515,-0.4427727586851481,598.394
2019-09-03,36.669525093889455,-0.43839531497858064,600.585
2019-09-04,248.59745720757763,-0.20932578054124495,603.911
2019-09-05,96.67575724427968,-0.06563026767334793,604.1
2019-09-06,-36.621022739448726,-0.24968554612358218,603.422
2019-09-09,28.724105202721905,-0.38215559815626937,602.042
2019-09-10,-475.296582655332,-0.8496230096397749,599.134
2019-09-11,-177.41881290052476,-1.0702817591036589,597.442
2019-09-12,-90.67028629397888,-1.0564058076909808,598.993
2019-09-13,99.44244226241199,-0.9274611789171778,593.931
2019-09-16,-99.06214162925221,-1.0549703760616826,593.375
2019-09-17,26.588736517724243,-1.062483102390309,594.35
2019-09-18,93.98140495809974,-0.9667226923110962,596.481
2019-09-19,74.94982389720411,-1.105696815531873,597.0
2019-09-20,25.11578993933595,-1.287880041866796,598.538
2019-09-23,41.499112408290145,-1.3229656416480808,598.996
2019-09-24,-144.6766921146962,-1.3553021491953294,596.582
2019-09-25,-58.47921999180578,-1.4889378454506952,594.372
2019-09-26,1.9423394219214618,-1.4464976580858115,594.936
2019-09-27,-105.69167290337872,-0.7369401658544452,595.358
2019-09-30,-1265.8135420605433,-2.4325733788158606,595.0
2019-10-01,-294.3645055779329,-3.0108098749927237,594.597
2019-10-02,-740.1308166941682,-3.971456935603582,593.571
2019-10-03,-79.47811195631739,-4.066113697605947,595.058
2019-10-04,-53.253838660057895,-3.981151536186516,597.659
2019-10-07,14.67643704554492,-4.104873469341187,598.382
2019-10-08,-122.3475486988164,-4.0831127366462425,596.894
2019-10-09,-89.99845702256638,-4.3057811698930255,596.136
2019-10-10,-71.43941588696286,-4.610370499594637,595.643
2019-10-11,20.449409517214892,-4.409504581132667,595.134
2019-10-14,-127.52663605430445,-4.603264461314312,595.134
2019-10-15,-92.30403314118938,-4.694956516599413,595.459
2019-10-16,-37.35056776720367,-4.75015875152379,595.155
2019-10-17,195.8048245640087,-4.297377735974068,595.796
2019-10-18,85.73432621162505,-4.2145382603015396,596.166
2019-10-21,80.68338132758106,-4.12212088939665,594.891
2019-10-22,-67.42643678519077,-4.414128944677048,595.407
2019-10-23,58.96886712069782,-4.700789100963525,595.927
2019-10-24,85.04070987100302,-4.689183568826002,597.01
2019-10-25,-64.4653987071217,-4.85855962676668,597.335
2019-10-28,60.82800715746513,-4.776508665835371,595.879
2019-10-29,57.54465280679186,-4.719811220792101,595.315
2019-10-30,63.152030079691066,-4.454198178219773,594.425
2019-10-31,-662.8511352965593,-5.125763142590065,597.104
2019-11-01,119.10753925321106,-5.117185029285853,598.724
2019-11-04,-17.157353414824772,-5.132026272696674,598.359
2019-11-05,250.6210784108281,-4.421945769568058,595.549
2019-11-06,3.5442824670233253,-4.271172775248527,596.022
2019-11-07,-118.92655803893295,-4.3265844671876845,594.824
2019-11-08,-24.660856893058742,-4.268274560278437,594.141
2019-11-11,-40.76295232266989,-4.355567675503818,594.141
2019-11-12,490.2724837292783,-3.8134093158460076,593.028
2019-11-13,-219.6434181004463,-3.6230769672638248,592.861
2019-11-14,-110.98094033360422,-3.697442457595082,594.915
2019-11-15,-269.9921712769876,-3.840254827876429,594.907
2019-11-18,-317.7533945482443,-4.05446061460137,593.115
2019-11-19,-58.82349372106944,-4.118244710461029,591.608
2019-11-20,-237.26800186936066,-4.369971914650693,591.879
2019-11-21,-198.83224013243716,-4.620821709761067,592.137
2019-11-22,-137.10917856693857,-4.75683528380102,593.521
2019-11-25,-108.96290463300909,-5.000810998809625,593.777
2019-11-26,-10.68109088371115,-5.07824907448827,595.263
2019-11-27,-67.9262266492576,-5.187920074400603,594.759
2019-11-28,25.8954889920829,-5.326796616624562,594.759
2019-11-29,-1690.4719644891857,-6.245359131813739,594.483
2019-12-02,80.85450171237409,-6.119255106991213,592.027
2019-12-03,-306.59576128902046,-6.462520393374123,592.28
2019-12-04,-104.73316852156407,-6.815851019103265,593.482
2019-12-05,-32.17848630026804,-6.944705262647813,594.24
2019-12-06,-53.26906666394467,-6.961353306572308,595.252
2019-12-09,264.8053101363885,-6.725272101638641,597.188
2019-12-10,-32.21787092505215,-6.282193389908361,597.779
2019-12-11,-163.22189997384595,-6.267996476981683,599.549
2019-12-12,1102.3783088763496,-5.0749478818113545,601.206
2019-12-13,-32.886292598899644,-5.207276616672666,602.433
2019-12-16,12.22690591676524,-5.095987569126649,603.036
2019-12-17,152.68172015161298,-4.96989458549276,605.229
2019-12-18,305.61647759573935,-4.75825951285512,605.707
2019-12-19,71.39681924787489,-4.76181251750445,604.958
2019-12-20,97.67959290749715,-4.689248714536288,605.097
2019-12-23,139.4837015752008,-4.591264125369377,606.071
2019-12-24,131.8593073795702,-4.314728125875112,606.091
2019-12-25,0.0,-4.2562489058833055,606.091
2019-12-26,11.79674784993929,-4.246394497455288,606.395
2019-12-27,124.5668731242245,-4.016135951427684,607.638
2019-12-30,322.39869338260917,-2.4279237159845315,607.338
2019-12-31,-1259.755104476865,-3.393314314883464,607.455
2020-01-01,0.0,-2.653183498189296,607.455
2020-01-02,43.75192991129198,-2.5299534563216866,608.738
2020-01-03,-24.559161925657534,-2.501258779587286,608.658
2020-01-06,92.43894004381677,-2.423496276589014,608.344
2020-01-07,-205.29858464497636,-2.5064473125351743,609.184
2020-01-08,78.00040415675645,-2.3384484513558514,609.681
2020-01-09,-66.0274373865803,-2.333036472855469,609.543
2020-01-10,128.69364986705403,-2.2247922325056297,610.215
2020-01-13,56.586497139764866,-2.04067909931156,610.309
2020-01-14,106.03575828705277,-1.8423393078833181,610.36
2020-01-15,79.19668208185385,-1.7257920580342605,612.2
2020-01-16,273.2922563050364,-1.648304626293233,613.65
