friday,net_position,net_position_oi,price
2012-02-17,99016.0,0.08175694532747861,115.28999999999995
2012-02-24,108921.0,0.08870402267257912,121.17999999999995
2012-03-02,127326.0,0.10208628819336149,119.35999999999996
2012-03-09,132343.0,0.10328242428026253,121.53999999999995
2012-03-16,140239.0,0.10631318644663985,121.99999999999996
2012-03-23,139761.0,0.1083723559420209,121.31999999999995
2012-03-30,151487.0,0.1140642353463822,119.06999999999995
2012-04-06,138644.0,0.09864291639926746,119.61999999999996
2012-04-13,121715.0,0.08463803791900923,117.93999999999996
2012-04-20,122503.0,0.08790298044798567,115.48999999999997
2012-04-27,113294.0,0.07790871750508359,116.55999999999996
2012-05-04,126384.0,0.0853358973354814,109.90999999999997
2012-05-11,102660.0,0.06634174334159212,108.90999999999995
2012-05-18,96073.0,0.06574326506703455,104.27999999999996
2012-05-25,90950.0,0.06327775280836338,103.96999999999996
2012-06-01,80613.0,0.05419565375234295,95.56999999999996
2012-06-08,57197.0,0.03648973321543724,96.73999999999997
2012-06-15,51481.0,0.03380678105675003,95.19999999999996
2012-06-22,51850.0,0.03485496368966512,88.56999999999996
2012-06-29,40664.0,0.026936133991766278,95.38999999999996
2012-07-06,65391.0,0.04367421497483712,95.77999999999996
2012-07-13,59736.0,0.03976639175381264,99.59999999999995
2012-07-20,78705.0,0.05440113136105472,105.00999999999995
2012-07-27,76143.0,0.05250872007624291,104.64999999999995
2012-08-03,84786.0,0.0578085049806705,107.11999999999995
2012-08-10,89686.0,0.061335251869410065,110.83999999999995
2012-08-17,95624.0,0.0673669378984818,113.43999999999994
2012-08-24,106471.0,0.0735371107860323,113.31999999999995
2012-08-31,106825.0,0.07220647299853053,114.29999999999994
2012-09-07,110509.0,0.07202985769232524,113.88999999999994
2012-09-14,115384.0,0.07462119962774767,116.78999999999994
2012-09-21,107142.0,0.06883171364896995,111.54999999999994
2012-09-28,106179.0,0.0689656740227281,112.51999999999994
2012-10-05,112607.0,0.07351905206797021,112.14999999999993
2012-10-12,113985.0,0.07157425047502672,114.82999999999994
2012-10-19,118579.0,0.07385440009765953,111.35999999999994
2012-10-26,94627.0,0.059964475165885,110.76999999999994
2012-11-02,92380.0,0.05830208279425891,106.89999999999995
2012-11-09,89083.0,0.055200084272099735,110.42999999999995
2012-11-16,78863.0,0.05185175931599835,110.95999999999995
2012-11-23,98022.0,0.06400391772771792,113.38999999999994
2012-11-30,109011.0,0.07042909604008755,113.23999999999995
2012-12-07,112450.0,0.07309456857629071,109.02999999999994
2012-12-14,96791.0,0.06247813384731971,111.03999999999995
2012-12-21,107233.0,0.07066695135629567,111.82999999999994
2012-12-28,126708.0,0.08153667953667953,113.47999999999995
2013-01-04,140457.0,0.09170360417356287,114.16999999999994
2013-01-11,151391.0,0.09616132179498255,113.58999999999995
2013-01-18,145397.0,0.09088897376480023,115.63999999999994
2013-01-25,155123.0,0.09309321924553463,117.02999999999994
2013-02-01,180894.0,0.10259600900197825,120.50999999999995
2013-02-08,193401.0,0.10625080003581963,122.48999999999994
2013-02-15,192179.0,0.10362109572141535,122.29999999999994
2013-02-22,189020.0,0.10215232163876059,118.73999999999994
2013-03-01,156366.0,0.08338003595079509,115.03999999999995
2013-03-08,129018.0,0.0671793803696954,115.65999999999995
2013-03-15,116007.0,0.062275640044900174,115.24999999999994
2013-03-22,124644.0,0.06930291753473236,113.08999999999995
2013-03-29,128567.0,0.07109209674324576,115.44999999999995
2013-04-05,140446.0,0.07579294795204806,109.54999999999995
2013-04-12,116012.0,0.06117595443073753,108.35999999999996
2013-04-19,106683.0,0.058769154663527404,104.96999999999996
2013-04-26,97154.0,0.05213254374875241,108.47999999999995
2013-05-03,106243.0,0.053660221796728254,109.50999999999995
2013-05-10,121226.0,0.0604520765721649,109.23999999999995
2013-05-17,128579.0,0.06685944328082849,110.22999999999995
2013-05-24,145043.0,0.07599524253633591,108.22999999999995
2013-05-31,160322.0,0.08457242452168803,105.97999999999995
2013-06-07,165420.0,0.08582074452686529,110.23999999999995
2013-06-14,161213.0,0.08529892162708859,111.79999999999995
2013-06-21,186803.0,0.09737833377295366,106.77999999999994
2013-06-28,136243.0,0.07192754610198662,108.02999999999994
2013-07-05,148180.0,0.07625550379682215,113.58999999999995
2013-07-12,177165.0,0.09003572156390216,114.53999999999996
2013-07-19,180272.0,0.09293563967746375,114.67999999999995
2013-07-26,190583.0,0.0980082393918216,113.77999999999996
2013-08-02,179974.0,0.09380436878782035,115.55999999999996
2013-08-09,188987.0,0.09522794552989935,114.79999999999997
2013-08-16,194994.0,0.10043331872284032,118.32999999999997
2013-08-23,209653.0,0.1094417117033877,118.96999999999997
2013-08-30,232451.0,0.11634551039397138,121.93999999999997
2013-09-06,224782.0,0.11003649411712874,124.04999999999997
2013-09-13,203094.0,0.10455424136732777,121.32999999999997
2013-09-20,185827.0,0.09887517891253106,118.84999999999997
2013-09-27,167094.0,0.08709571490375344,118.25999999999996
2013-10-04,160301.0,0.08237245580922596,119.08999999999996
2013-10-11,163275.0,0.08105749310806525,120.83999999999997
2013-10-18,156969.0,0.08010625105255906,120.35999999999997
2013-10-25,146384.0,0.07689640753667162,117.34999999999998
2013-11-01,113162.0,0.05977391323639172,116.32999999999997
2013-11-08,94506.0,0.05014887166895993,115.30999999999997
2013-11-15,82523.0,0.04481083153325449,118.77999999999997
2013-11-22,98394.0,0.05329478253427811,121.32999999999997
2013-11-29,122428.0,0.06418115916956832,119.96999999999997
2013-12-06,122658.0,0.06342225140771152,121.88999999999997
2013-12-13,108596.0,0.05587156680756836,118.84999999999997
2013-12-20,83882.0,0.04571298401991094,122.29999999999997
2013-12-27,122408.0,0.0684579402665211,122.70999999999998
2014-01-03,129090.0,0.07175649151945997,117.41999999999997
2014-01-10,92276.0,0.05094974485373123,117.56999999999998
2014-01-17,78868.0,0.043788042069122124,117.43999999999998
2014-01-24,85343.0,0.04690026213544214,118.83999999999997
2014-01-31,92721.0,0.050076150356448475,117.35999999999999
2014-02-07,77183.0,0.04134787327621213,120.39999999999998
2014-02-14,102460.0,0.05565849606897612,120.62999999999998
2014-02-21,117194.0,0.06314580260969316,121.39999999999998
2014-02-28,135610.0,0.071818163041688,120.61999999999998
2014-03-07,142094.0,0.07238094461885315,120.54999999999998
2014-03-14,133158.0,0.06962706397984571,120.29999999999998
2014-03-21,130419.0,0.07066536048712983,119.00999999999999
2014-03-28,125270.0,0.0675720505126295,120.15999999999998
2014-04-04,123011.0,0.06493175385570393,118.80999999999999
2014-04-11,129062.0,0.06715784554975593,119.53999999999999
2014-04-18,168014.0,0.08863741875580315,121.66999999999999
2014-04-25,201259.0,0.10550283416430027,121.71999999999998
2014-05-02,202063.0,0.10633926489851188,120.72999999999999
2014-05-09,165406.0,0.08477085792273832,119.97
2014-05-16,174889.0,0.09242178268470194,122.44
2014-05-23,199783.0,0.10562163196663807,123.23
2014-05-30,212528.0,0.10987680426255493,122.1
2014-06-06,197741.0,0.10092621562291536,121.3
2014-06-13,195811.0,0.10033424079992334,125.89999999999999
2014-06-20,227869.0,0.11175631357035695,128.25
2014-06-27,245358.0,0.11353243007005141,126.74
2014-07-04,239685.0,0.11369447145601594,124.08
2014-07-11,205641.0,0.1000523029092581,120.51
2014-07-18,157890.0,0.0843283534260096,120.49
2014-07-25,128457.0,0.07078546367875896,121.64
2014-08-01,127626.0,0.07074921795355783,118.09
2014-08-08,101767.0,0.055397540923370375,118.23
2014-08-15,75204.0,0.042132414238205795,116.14
2014-08-22,64414.0,0.03592278057736108,114.9
2014-08-29,66289.0,0.03658198068835203,115.8
2014-09-05,64482.0,0.03433202639991311,113.42999999999999
