date,price,holdings in troy ounce
2012-12-20,1647.92,82718097.9
2012-12-21,1657.22,82665686.59
2012-12-24,1657.84,82665686.59
2012-12-25,1657.98,82665679.16
2012-12-26,1659.45,82671638.1
2012-12-27,1664.1,82691036.08
2012-12-28,1655.7,82696379.15
2012-12-31,1675.35,82497413.98
2013-01-01,1675.92,82497413.98
2013-01-02,1686.89,82466197.98
2013-01-03,1663.99,82139493.98
2013-01-04,1656.1,82392080.96
2013-01-07,1646.92,82362083.26
2013-01-08,1659.13,82362336.29
2013-01-09,1657.63,82373582.78
2013-01-10,1675.36,82265541.2
2013-01-11,1662.98,82285172.2
2013-01-14,1667.8,82116285.98
2013-01-15,1679.62,82256667.86
2013-01-16,1679.93,82134073.69
2013-01-17,1687.64,82158671.88
2013-01-18,1684.25,82128583.31
2013-01-21,1690.05,82128576.67
2013-01-22,1692.75,82143470.5
2013-01-23,1685.84,82224299.35
2013-01-24,1667.97,82070409.74
2013-01-25,1658.65,82031040.47
2013-01-28,1655.61,81975298.14
2013-01-29,1663.8,81968199.71
2013-01-30,1677.0,82057718.29
2013-01-31,1663.7,82039317.0
2013-02-01,1667.4,82057442.64
2013-02-04,1674.3,82122396.76
2013-02-05,1672.95,82072234.58
2013-02-06,1677.57,82070025.02
2013-02-07,1671.4,82139167.05
2013-02-08,1667.25,82131612.56
2013-02-11,1648.07,81838109.98
2013-02-12,1651.33,81951307.85
2013-02-13,1642.5,81937540.37
2013-02-14,1634.85,81937538.45
2013-02-15,1610.15,81707791.44
2013-02-18,1609.78,81707786.07
2013-02-19,1605.05,81673543.65
2013-02-20,1564.55,81541901.19
2013-02-21,1576.27,80432737.81
2013-02-22,1581.16,80349792.47
2013-02-25,1593.46,79576657.22
2013-02-26,1613.76,79374261.84
2013-02-27,1597.1,78684172.66
2013-02-28,1579.61,78498291.02
2013-03-01,1576.18,78580007.66
2013-03-04,1573.83,78415566.61
2013-03-05,1575.5,78141180.71
2013-03-06,1583.97,78073122.75
2013-03-07,1579.0,77969401.17
2013-03-08,1578.97,77909118.53
2013-03-11,1581.6,77773808.86
2013-03-12,1592.8,77548103.43
2013-03-13,1587.7,77483349.48
2013-03-14,1590.19,77489635.33
2013-03-15,1592.1,77450081.52
2013-03-18,1605.49,77293498.65
2013-03-19,1612.87,77296665.26
2013-03-20,1606.92,76719213.98
2013-03-21,1614.85,76912821.38
2013-03-22,1608.55,76955267.05
2013-03-25,1605.3,76971628.9
2013-03-26,1600.05,76926874.09
2013-03-27,1605.27,76847752.15
2013-03-28,1596.97,76772751.11
2013-03-29,1597.5,76772748.37
2013-04-01,1599.52,76776341.66
2013-04-02,1575.89,76681835.25
2013-04-03,1557.9,76372256.57
2013-04-04,1554.8,76306863.06
2013-04-05,1581.25,76277493.27
2013-04-08,1573.47,76235345.81
2013-04-09,1585.35,76208480.09
2013-04-10,1558.42,75947078.64
2013-04-11,1561.5,75423611.73
2013-04-12,1482.75,75368441.58
2013-04-15,1348.21,74605557.49
2013-04-16,1367.36,74456295.06
2013-04-17,1376.25,74041885.59
2013-04-18,1390.5,73510827.25
2013-04-19,1403.79,73270299.93
2013-04-22,1426.45,72954091.03
2013-04-23,1413.0,72231031.59
2013-04-24,1431.99,71949743.08
2013-04-25,1467.9,71795445.75
2013-04-26,1461.92,71444764.8
2013-04-29,1475.84,71197638.66
2013-04-30,1476.71,71236597.95
2013-05-01,1457.64,71122307.15
2013-05-02,1467.07,70813136.46
2013-05-03,1470.75,70612161.25
2013-05-06,1469.46,70372185.25
2013-05-07,1452.7,70488638.59
2013-05-08,1473.94,70060052.13
2013-05-09,1458.15,70139346.05
2013-05-10,1448.55,69693552.6
2013-05-13,1430.59,69631081.62
2013-05-14,1425.46,69431935.38
2013-05-15,1393.03,69255100.76
2013-05-16,1385.97,69027161.72
2013-05-17,1359.5,68742295.24
2013-05-20,1393.85,68392966.67
2013-05-21,1376.29,68062903.01
2013-05-22,1370.27,67786811.92
2013-05-23,1391.05,67666112.73
2013-05-24,1386.64,67460487.58
2013-05-27,1394.78,67460480.7
2013-05-28,1381.12,67325958.88
2013-05-29,1392.95,67278116.37
2013-05-30,1414.0,67255226.53
2013-05-31,1387.8,67092732.57
2013-06-03,1411.35,66977907.4
2013-06-04,1399.56,66886897.43
2013-06-05,1403.43,66887374.57
2013-06-06,1413.97,66736140.21
2013-06-07,1382.97,66695145.37
2013-06-10,1386.5,66500498.4
2013-06-11,1378.33,66425472.12
2013-06-12,1389.02,66336293.08
2013-06-13,1386.15,66119433.69
2013-06-14,1390.67,66083240.08
2013-06-17,1385.27,66062833.35
2013-06-18,1367.67,66010188.78
2013-06-19,1351.31,65901305.75
2013-06-20,1284.97,65737032.19
2013-06-21,1296.42,65497139.63
2013-06-24,1282.39,65234588.74
2013-06-25,1277.65,64486493.44
2013-06-26,1226.59,64199540.99
2013-06-27,1200.67,63892538.53
2013-06-28,1234.53,62194021.98
2013-07-01,1252.52,62212542.69
2013-07-02,1243.43,62099993.11
2013-07-03,1252.88,61886014.58
2013-07-04,1249.89,61892246.91
2013-07-05,1223.14,61049732.48
2013-07-08,1236.98,60520177.13
2013-07-09,1251.39,60199784.48
2013-07-10,1259.72,60336909.34
2013-07-11,1286.01,60305476.09
2013-07-12,1285.59,60302024.24
2013-07-15,1284.7,60106962.53
2013-07-16,1292.13,60229395.17
2013-07-17,1276.02,60164853.21
2013-07-18,1284.23,60066374.65
2013-07-19,1296.03,59977153.08
2013-07-22,1335.82,59928063.75
2013-07-23,1345.18,59856049.83
2013-07-24,1322.14,59859760.44
2013-07-25,1333.83,59777088.68
2013-07-26,1333.16,59776726.44
2013-07-29,1328.1,59778189.79
2013-07-30,1326.37,59797803.71
2013-07-31,1325.07,59758792.29
2013-08-01,1310.2,59551106.96
2013-08-02,1312.03,59471099.99
2013-08-05,1303.01,59423281.73
2013-08-06,1283.19,59302207.11
2013-08-07,1287.61,59053901.95
2013-08-08,1313.27,58977783.57
2013-08-09,1314.46,59022095.0
2013-08-12,1338.39,59027184.95
2013-08-13,1321.67,59013867.0
2013-08-14,1336.16,59079804.82
2013-08-15,1366.18,59060551.13
2013-08-16,1376.57,59093401.66
2013-08-19,1366.0,59022807.61
2013-08-20,1371.23,59052331.68
2013-08-21,1366.66,59022166.02
2013-08-22,1376.14,58989532.36
2013-08-23,1397.73,59140859.19
2013-08-26,1404.65,59138229.22
2013-08-27,1415.15,59163954.65
2013-08-28,1417.51,59228145.45
2013-08-29,1407.79,59225534.35
2013-08-30,1395.27,59216402.41
2013-09-02,1389.77,59216394.04
2013-09-03,1412.41,59237524.22
2013-09-04,1391.57,59182326.6
2013-09-05,1367.48,59182827.34
2013-09-06,1391.8,59196064.34
2013-09-09,1386.97,59104078.23
2013-09-10,1363.88,59008917.57
2013-09-11,1365.31,59019195.15
2013-09-12,1321.73,59002792.72
2013-09-13,1326.17,58760344.82
2013-09-16,1312.79,58533999.51
2013-09-17,1310.6,58681578.95
2013-09-18,1363.77,58660564.28
2013-09-19,1366.25,58593756.8
2013-09-20,1325.85,58529391.46
2013-09-23,1322.72,58332547.51
2013-09-24,1323.26,58600584.47
2013-09-25,1334.36,58589878.3
2013-09-26,1324.08,58591040.49
2013-09-27,1336.88,58423982.41
2013-09-30,1329.03,58403512.06
2013-10-01,1287.54,58404544.96
2013-10-02,1316.03,58282941.54
2013-10-03,1316.86,58222393.04
2013-10-04,1311.09,58186022.71
2013-10-07,1323.1,58191630.53
2013-10-08,1319.29,58116768.81
2013-10-09,1305.59,58081962.02
2013-10-10,1287.6,58008267.6
2013-10-11,1272.2,57782952.85
2013-10-14,1272.48,57536871.51
2013-10-15,1282.35,57632870.61
2013-10-16,1282.51,57469359.82
2013-10-17,1320.32,57354645.12
2013-10-18,1316.25,57266340.6
2013-10-21,1316.02,56915737.75
2013-10-22,1340.11,57125039.32
2013-10-23,1333.47,57107393.37
2013-10-24,1346.75,57031127.19
2013-10-25,1350.62,56878536.77
2013-10-28,1352.63,56884552.61
2013-10-29,1345.05,56888628.47
2013-10-30,1344.55,56883614.34
2013-10-31,1323.06,56882099.36
2013-11-01,1316.18,56697702.8
2013-11-04,1314.64,56489495.51
2013-11-05,1311.68,56666689.03
2013-11-06,1317.89,56698470.78
2013-11-07,1307.63,56742744.51
2013-11-08,1288.5,56737665.58
2013-11-11,1282.81,56741661.77
2013-11-12,1268.04,56735807.36
2013-11-13,1281.75,56633309.07
2013-11-14,1287.18,56560178.99
2013-11-15,1290.18,56512832.99
2013-11-18,1275.44,56446848.57
2013-11-19,1275.72,56394061.25
2013-11-20,1244.33,56283379.23
2013-11-21,1242.91,56101432.31
2013-11-22,1243.8,55958771.68
2013-11-25,1251.38,55851964.27
2013-11-26,1242.85,55827379.16
2013-11-27,1237.9,55654584.36
2013-11-28,1244.65,55654581.69
2013-11-29,1253.35,55604479.91
2013-12-02,1219.83,55580855.89
2013-12-03,1223.42,55449174.04
2013-12-04,1243.79,55306991.24
2013-12-05,1225.23,55328317.38
2013-12-06,1229.1,55229462.16
2013-12-09,1240.35,55126879.39
2013-12-10,1262.19,55095038.86
2013-12-11,1252.32,54990023.15
2013-12-12,1225.49,54744488.46
2013-12-13,1238.69,54718417.42
2013-12-16,1241.32,54364069.62
2013-12-17,1230.89,54180119.72
2013-12-18,1218.53,53977104.72
2013-12-19,1188.68,53797350.26
2013-12-20,1203.24,53844588.88
2013-12-23,1198.86,53261915.51
2013-12-24,1204.35,53467586.78
2013-12-25,1204.62,53467584.51
2013-12-26,1210.64,53394239.23
2013-12-27,1213.27,53252349.92
2013-12-30,1196.57,53114030.28
2013-12-31,1201.64,52899743.51
2014-01-01,1205.9,52899743.51
2014-01-02,1224.6,52843285.51
2014-01-03,1236.97,52753701.51
2014-01-06,1238.06,52958164.37
2014-01-07,1232.08,52925225.78
2014-01-08,1225.99,52780010.57
2014-01-09,1227.98,52681784.35
2014-01-10,1248.5,52664130.23
2014-01-13,1253.31,52455337.51
2014-01-14,1245.19,52541951.96
2014-01-15,1241.88,52533622.36
2014-01-16,1242.39,52517928.17
2014-01-17,1254.05,52756817.26
2014-01-20,1254.35,52756810.59
2014-01-21,1241.41,52688911.93
2014-01-22,1237.15,52637308.78
2014-01-23,1264.13,52443521.75
2014-01-24,1270.06,52432996.09
2014-01-27,1257.11,52427936.4
2014-01-28,1256.83,52335285.31
2014-01-29,1267.34,52432675.02
2014-01-30,1243.78,52465964.14
2014-01-31,1244.55,52437099.74
2014-02-03,1257.65,52388111.4
2014-02-04,1254.65,52508404.76
2014-02-05,1257.92,52457334.24
2014-02-06,1258.2,52464111.47
2014-02-07,1267.27,52459809.73
2014-02-10,1274.78,52490522.66
2014-02-11,1291.36,52289218.51
2014-02-12,1291.15,52477026.27
2014-02-13,1302.92,52714363.36
2014-02-14,1318.66,52562250.36
2014-02-17,1331.5,52562243.38
2014-02-18,1322.02,52584177.49
2014-02-19,1311.6,52408194.32
2014-02-20,1322.97,52435063.26
2014-02-21,1324.25,52529997.56
2014-02-24,1336.97,52563028.02
2014-02-25,1340.5,52629666.34
2014-02-26,1330.64,52691174.45
2014-02-27,1331.29,52755056.59
2014-02-28,1326.39,52748681.54
2014-03-03,1350.61,52776574.1
2014-03-04,1334.47,52743367.63
2014-03-05,1336.86,52724400.96
2014-03-06,1350.82,52946986.92
2014-03-07,1339.98,53007836.43
2014-03-10,1339.72,53279375.84
2014-03-11,1349.01,53282782.26
2014-03-12,1366.84,53221596.26
2014-03-13,1370.28,53292281.99
2014-03-14,1382.92,53404739.7
2014-03-17,1367.07,53245876.99
2014-03-18,1355.78,53278397.18
2014-03-19,1329.59,53326534.34
2014-03-20,1327.77,53327906.96
2014-03-21,1334.69,53185916.51
2014-03-24,1308.76,53506840.87
2014-03-25,1311.17,53425665.03
2014-03-26,1304.48,53365454.43
2014-03-27,1291.31,53388495.09
2014-03-28,1295.23,53384823.85
2014-03-31,1284.01,53179717.03
2014-04-01,1278.95,53002049.56
2014-04-02,1289.9,52961167.09
2014-04-03,1286.7,52868017.05
2014-04-04,1303.5,52791126.43
2014-04-07,1297.28,52786507.06
2014-04-08,1308.66,52696976.83
2014-04-09,1311.8,52698877.6
2014-04-10,1318.95,52690203.14
2014-04-11,1318.42,52607232.84
2014-04-14,1327.99,52665577.61
2014-04-15,1302.64,52682446.65
2014-04-16,1302.53,52439630.96
2014-04-17,1295.12,52376220.55
2014-04-18,1294.3,52376217.97
2014-04-21,1289.77,52299961.92
2014-04-22,1283.81,52357903.95
2014-04-23,1283.91,52371385.11
2014-04-24,1293.36,52376270.04
2014-04-25,1303.25,52356960.25
2014-04-28,1296.74,52359537.6
2014-04-29,1295.92,52113157.0
2014-04-30,1291.6,52189451.63
2014-05-01,1284.31,53912059.68
2014-05-02,1299.7,53826761.27
2014-05-05,1310.28,53538317.0
2014-05-06,1308.05,53530969.0
2014-05-07,1289.88,53750033.06
2014-05-08,1289.43,53767437.92
2014-05-09,1288.91,53743175.63
2014-05-12,1295.8,53675291.95
2014-05-13,1293.63,53672509.75
2014-05-14,1305.97,53646779.45
2014-05-15,1296.22,53720297.34
2014-05-16,1293.52,53709945.93
2014-05-19,1292.97,53714650.03
2014-05-20,1294.37,53622458.97
2014-05-21,1292.04,53491832.53
2014-05-22,1294.1,53487294.61
2014-05-23,1292.61,53505943.92
2014-05-26,1292.91,53505936.91
2014-05-27,1264.95,53774877.79
2014-05-28,1258.14,53786576.88
2014-05-29,1255.56,53765429.4
2014-05-30,1249.68,53758758.81
2014-06-02,1243.93,53759209.71
2014-06-03,1244.95,53607027.74
2014-06-04,1243.94,53578028.88
2014-06-05,1253.63,53554306.48
2014-06-06,1253.23,53486660.06
2014-06-09,1252.34,53487124.23
2014-06-10,1259.9,53535297.37
2014-06-11,1261.07,53560969.42
2014-06-12,1273.46,53562551.23
2014-06-13,1276.96,53575860.99
2014-06-16,1272.0,53452317.04
2014-06-17,1270.58,53414997.56
2014-06-18,1277.71,53418487.34
2014-06-19,1320.39,53411340.87
2014-06-20,1314.82,53244104.36
2014-06-23,1317.52,53332048.15
2014-06-24,1318.29,53330309.86
2014-06-25,1319.18,53339062.79
2014-06-26,1316.58,53384504.42
2014-06-27,1316.17,53375105.65
2014-06-30,1327.33,53596421.09
2014-07-01,1326.46,53836960.66
2014-07-02,1326.86,53816094.32
2014-07-03,1319.53,53815691.75
2014-07-04,1320.55,53815688.66
2014-07-07,1319.94,53827392.5
2014-07-08,1319.24,53826082.05
2014-07-09,1327.83,53911459.64
2014-07-10,1335.75,54029544.58
2014-07-11,1338.7,53899567.39
2014-07-14,1307.15,54228302.34
2014-07-15,1294.05,54193233.51
2014-07-16,1299.21,54117454.22
2014-07-17,1319.2,54027955.54
2014-07-18,1310.88,54089481.51
2014-07-21,1312.49,53803629.0
2014-07-22,1306.42,54078142.31
2014-07-23,1304.59,54085379.29
2014-07-24,1293.66,53981112.37
2014-07-25,1307.22,53998081.42
2014-07-28,1304.05,54022882.52
2014-07-29,1299.11,54086507.99
2014-07-30,1296.3,54107964.77
2014-07-31,1282.59,54129257.39
2014-08-01,1293.75,54177265.31
2014-08-04,1288.25,54107576.79
2014-08-05,1288.78,54085170.06
2014-08-06,1305.9,54011127.27
2014-08-07,1312.63,53995813.1
2014-08-08,1309.58,53939826.5
2014-08-11,1308.48,53942053.87
2014-08-12,1309.51,53974329.57
2014-08-13,1312.92,53999074.6
2014-08-14,1313.52,54000379.99
2014-08-15,1304.7,54007709.33
2014-08-18,1298.4,54071680.62
2014-08-19,1295.73,54094805.85
2014-08-20,1291.94,54116651.45
2014-08-21,1276.78,54031676.53
2014-08-22,1281.1,54046353.91
2014-08-25,1276.84,53914781.5
2014-08-26,1281.2,53866650.9
2014-08-27,1282.63,53829116.23
2014-08-28,1289.65,53839913.61
2014-08-29,1287.32,53826355.2
2014-09-01,1286.0,53826342.19
2014-09-02,1265.4,53683384.04
2014-09-03,1269.4,53567588.8
2014-09-04,1261.67,53416918.08
2014-09-05,1268.81,53409095.37
2014-09-08,1255.45,53246414.78
2014-09-09,1255.47,53318068.36
2014-09-10,1249.77,53395377.9
2014-09-11,1240.92,53465538.88
2014-09-12,1229.65,53449523.65
2014-09-15,1233.22,53197891.55
2014-09-16,1235.55,53232688.49
2014-09-17,1223.51,53150950.01
2014-09-18,1225.15,53138567.54
2014-09-19,1215.7,52812996.78
2014-09-22,1215.08,52759127.35
2014-09-23,1223.42,52476431.55
2014-09-24,1217.09,52646242.49
2014-09-25,1221.58,52641071.45
2014-09-26,1218.38,52552865.69
2014-09-29,1215.81,52592265.49
2014-09-30,1208.15,52368765.58
2014-10-01,1213.82,52292641.13
2014-10-02,1214.57,52220274.34
2014-10-03,1191.42,52188639.88
2014-10-06,1207.3,52183666.69
2014-10-07,1209.01,52160064.2
2014-10-08,1221.14,51756190.2
2014-10-09,1224.33,51745867.53
2014-10-10,1223.16,51675428.67
2014-10-13,1235.87,51553742.59
2014-10-14,1232.83,51772781.7
2014-10-15,1242.02,51759214.59
2014-10-16,1238.81,51820847.62
2014-10-17,1238.32,51833036.61
2014-10-20,1246.91,51548421.41
2014-10-21,1248.7,51562556.28
2014-10-22,1241.27,51533145.92
2014-10-23,1231.84,51550923.0
2014-10-24,1231.01,51419635.72
2014-10-27,1226.62,51408691.19
2014-10-28,1228.52,51352088.09
2014-10-29,1212.15,51269325.9
2014-10-30,1198.85,51230385.6
2014-10-31,1172.94,51231158.56
2014-11-03,1165.63,50949365.66
2014-11-04,1168.39,51070382.72
2014-11-05,1140.54,50927259.26
2014-11-06,1141.92,50798536.48
2014-11-07,1177.97,50539157.77
2014-11-10,1151.47,50476706.99
2014-11-11,1164.33,50447347.77
2014-11-12,1162.6,50317853.71
2014-11-13,1162.55,50255074.97
2014-11-14,1188.75,50233965.27
2014-11-17,1186.57,50285302.2
2014-11-18,1197.08,50274931.94
2014-11-19,1182.68,50212866.19
2014-11-20,1193.79,50145183.45
2014-11-21,1201.55,50195053.06
2014-11-24,1197.14,50007070.66
2014-11-25,1200.98,50209769.86
2014-11-26,1197.87,50190091.23
2014-11-27,1192.67,50190083.49
2014-11-28,1167.38,50162264.25
2014-12-01,1212.1,50174547.6
2014-12-02,1198.28,50206582.54
2014-12-03,1209.43,50223883.91
2014-12-04,1205.27,50052145.23
2014-12-05,1192.35,50048818.16
2014-12-08,1203.51,49939754.15
2014-12-09,1231.06,50017337.18
2014-12-10,1226.31,50102295.38
2014-12-11,1227.72,50112035.8
2014-12-12,1222.59,50062425.09
2014-12-15,1193.23,49965220.33
2014-12-16,1197.01,49930567.07
2014-12-17,1189.71,49930316.38
2014-12-18,1198.57,49882911.09
2014-12-19,1195.74,49985232.36
2014-12-22,1176.44,49998035.88
2014-12-23,1176.57,49475627.08
2014-12-24,1173.8,49726397.49
2014-12-25,1173.8,49726394.8
2014-12-26,1196.0,49698780.72
2014-12-29,1183.29,49775176.86
2014-12-30,1200.55,49692779.31
2014-12-31,1184.37,49374100.8
2015-01-01,1181.98,49374100.8
2015-01-02,1188.39,49505177.8
2015-01-05,1204.86,49751103.58
2015-01-06,1218.58,49611996.83
2015-01-07,1211.41,49585342.44
2015-01-08,1208.79,49581963.38
2015-01-09,1223.25,49690840.71
2015-01-12,1233.31,49431605.8
2015-01-13,1230.64,49567698.44
2015-01-14,1228.72,49558758.1
2015-01-15,1262.75,49964467.92
2015-01-16,1280.45,50406250.11
2015-01-19,1275.65,50406239.31
2015-01-20,1295.32,50783281.65
2015-01-21,1293.09,50957311.74
2015-01-22,1302.25,50986343.0
2015-01-23,1294.08,51158725.07
2015-01-26,1281.4,51263307.82
2015-01-27,1292.34,51518264.88
2015-01-28,1284.49,51540271.49
2015-01-29,1257.27,51768699.73
2015-01-30,1283.79,51813983.32
2015-02-02,1274.41,52045793.0
2015-02-03,1260.52,51929086.22
2015-02-04,1269.35,52042027.12
2015-02-05,1264.82,52308152.61
2015-02-06,1234.04,52343696.82
2015-02-09,1239.03,52354400.1
2015-02-10,1233.55,52304773.51
2015-02-11,1218.83,52074317.83
2015-02-12,1221.98,52250227.39
2015-02-13,1229.76,52167976.37
2015-02-16,1232.55,52167963.99
2015-02-17,1209.89,52155989.07
2015-02-18,1212.42,52160477.51
2015-02-19,1206.84,52204815.35
2015-02-20,1201.94,52334728.14
2015-02-23,1201.83,52464235.29
2015-02-24,1200.53,52467824.75
2015-02-25,1205.0,52453090.33
2015-02-26,1209.49,52431235.71
2015-02-27,1213.18,52400843.61
2015-03-02,1206.83,52173136.15
2015-03-03,1203.74,52116272.98
2015-03-04,1200.34,52107742.14
2015-03-05,1198.4,52096539.12
2015-03-06,1167.29,51941315.87
2015-03-09,1167.21,51815730.63
2015-03-10,1161.84,51646025.66
2015-03-11,1155.31,51570254.26
2015-03-12,1153.73,51374167.73
2015-03-13,1158.48,51275080.6
2015-03-16,1154.81,51210447.93
2015-03-17,1149.57,51130488.98
2015-03-18,1167.61,51002853.84
2015-03-19,1171.18,50955900.02
2015-03-20,1182.54,50862236.89
2015-03-23,1189.54,50869452.38
2015-03-24,1193.28,50846757.86
2015-03-25,1195.47,50813227.07
2015-03-26,1204.81,50652169.63
2015-03-27,1198.55,50675389.58
2015-03-30,1186.07,50672687.67
2015-03-31,1183.57,50713275.03
2015-04-01,1203.98,50717671.46
2015-04-02,1202.61,50694564.73
2015-04-03,1206.91,50694561.53
2015-04-06,1214.84,50636973.07
2015-04-07,1209.22,50571562.23
2015-04-08,1202.57,50555778.85
2015-04-09,1194.81,50716335.13
2015-04-10,1207.59,50654052.71
2015-04-13,1198.88,50638636.11
2015-04-14,1192.78,50672647.86
2015-04-15,1202.58,50661804.83
2015-04-16,1198.55,50643358.06
2015-04-17,1204.22,50737102.61
2015-04-20,1195.89,50769557.45
2015-04-21,1202.41,50860530.35
2015-04-22,1187.13,50864975.66
2015-04-23,1193.97,50887515.74
2015-04-24,1179.0,50918640.87
2015-04-27,1202.15,50825077.86
2015-04-28,1212.17,50849960.92
2015-04-29,1204.71,50597894.43
2015-04-30,1184.37,50905100.69
2015-05-01,1178.46,50985153.18
2015-05-04,1188.33,50711438.18
2015-05-05,1193.34,50745946.18
2015-05-06,1192.24,50745130.18
2015-05-07,1184.51,50920398.89
2015-05-08,1188.39,50595903.92
2015-05-11,1183.97,50580195.32
2015-05-12,1193.94,50623231.8
2015-05-13,1215.75,50663365.56
2015-05-14,1221.14,50517769.57
2015-05-15,1224.8,50522843.0
2015-05-18,1225.51,50343730.6
2015-05-19,1207.86,50307565.7
2015-05-20,1209.8,50201277.92
2015-05-21,1204.86,50225066.78
2015-05-22,1206.21,50224955.39
2015-05-25,1206.6,50224939.17
2015-05-26,1187.3,50302116.49
2015-05-27,1188.09,50292089.3
2015-05-28,1188.4,50263115.06
2015-05-29,1190.58,50341624.87
2015-06-01,1189.2,50290025.78
2015-06-02,1193.01,50114870.97
2015-06-03,1185.17,50095264.62
2015-06-04,1176.89,50104373.31
2015-06-05,1171.94,50070958.51
2015-06-08,1174.07,50073001.71
2015-06-09,1176.8,49953122.26
2015-06-10,1186.06,49893051.13
2015-06-11,1182.01,49932260.77
2015-06-12,1181.63,49939668.41
2015-06-15,1186.43,49849839.66
2015-06-16,1182.07,49855853.31
2015-06-17,1185.55,49877810.4
2015-06-18,1201.94,49887915.75
2015-06-19,1200.27,49908690.04
2015-06-22,1185.98,50022155.63
2015-06-23,1178.63,50022140.62
2015-06-24,1175.4,50074693.51
2015-06-25,1173.17,50297362.04
2015-06-26,1175.52,50116594.91
2015-06-29,1179.83,50093302.83
2015-06-30,1172.35,50095676.83
2015-07-01,1168.79,50093405.07
2015-07-02,1166.26,50011526.36
2015-07-03,1169.1,50011883.22
2015-07-06,1170.33,50004574.41
2015-07-07,1155.26,50010044.17
2015-07-08,1158.33,49997316.16
2015-07-09,1159.43,49974262.2
2015-07-10,1163.74,49933131.73
2015-07-13,1157.98,50019859.23
2015-07-14,1156.06,50013616.59
2015-07-15,1149.45,50036186.25
2015-07-16,1145.39,49995887.03
2015-07-17,1134.14,49494008.11
2015-07-20,1096.5,49177547.38
2015-07-21,1101.25,49229601.12
2015-07-22,1094.24,49127437.05
2015-07-23,1090.7,48924962.68
2015-07-24,1099.11,48820842.51
2015-07-27,1093.98,48490814.49
2015-07-28,1095.48,48433335.13
2015-07-29,1096.85,48334688.07
2015-07-30,1088.76,48282388.53
2015-07-31,1095.8,47895047.37
2015-08-03,1086.79,47899882.68
2015-08-04,1087.7,47805348.12
2015-08-05,1085.03,47656917.02
2015-08-06,1089.55,47600806.05
2015-08-07,1094.15,47488691.3
2015-08-10,1104.51,47463210.16
2015-08-11,1108.95,47426831.69
2015-08-12,1124.47,47539721.73
2015-08-13,1115.1,47514654.98
2015-08-14,1115.07,47485031.3
2015-08-17,1117.7,47496214.7
2015-08-18,1117.71,47493667.81
2015-08-19,1133.88,47601120.0
2015-08-20,1152.2,47719313.96
2015-08-21,1160.77,47793952.32
2015-08-24,1155.11,47918120.28
2015-08-25,1140.49,47824211.32
2015-08-26,1125.26,48078151.3
2015-08-27,1125.0,48129038.87
2015-08-28,1133.6,48129741.51
2015-08-31,1134.93,48057223.5
2015-09-01,1140.27,47869223.75
2015-09-02,1134.05,47932160.77
2015-09-03,1125.46,47902201.63
2015-09-04,1121.85,47878633.98
2015-09-07,1119.35,47878616.19
2015-09-08,1121.55,47873872.69
2015-09-09,1107.85,47745582.66
2015-09-10,1110.75,47744706.88
2015-09-11,1107.95,47736319.84
2015-09-14,1109.1,47743810.13
2015-09-15,1105.35,47707660.62
2015-09-16,1119.52,47719954.03
2015-09-17,1131.51,47711804.81
2015-09-18,1139.23,47737385.71
2015-09-21,1133.44,47364479.51
2015-09-22,1124.76,47427651.51
2015-09-23,1130.3,47494179.51
2015-09-24,1153.95,47899175.53
2015-09-25,1146.2,48045673.85
2015-09-28,1131.95,48047680.3
2015-09-29,1127.43,48035575.49
2015-09-30,1115.09,48149534.1
2015-10-01,1113.61,48212599.34
2015-10-02,1138.6,48188687.97
2015-10-05,1135.75,48203639.8
2015-10-06,1147.24,48174520.93
2015-10-07,1145.54,48145258.88
2015-10-08,1139.01,48129359.2
2015-10-09,1156.53,48129908.58
2015-10-12,1163.85,47859387.48
2015-10-13,1168.84,48167047.72
2015-10-14,1184.13,48408690.05
2015-10-15,1183.1,48571042.27
2015-10-16,1177.3,48396674.22
2015-10-19,1170.79,48639176.4
2015-10-20,1176.04,48644029.3
2015-10-21,1167.18,48654963.09
2015-10-22,1166.05,48650026.16
2015-10-23,1164.45,48505748.69
2015-10-26,1163.04,48520298.91
2015-10-27,1166.88,48583015.16
2015-10-28,1156.1,48553024.5
2015-10-29,1145.97,48559160.57
2015-10-30,1142.11,48464302.63
2015-11-02,1133.84,48365951.9
2015-11-03,1117.79,47916318.7
2015-11-04,1107.9,47986176.5
2015-11-05,1103.92,47713468.82
2015-11-06,1089.8,47612886.06
2015-11-09,1092.31,47577736.05
2015-11-10,1089.67,47485432.75
2015-11-11,1086.26,47468845.59
2015-11-12,1085.2,47442825.67
2015-11-13,1083.91,47397986.49
2015-11-16,1082.76,47462278.35
2015-11-17,1070.3,47469774.5
2015-11-18,1070.73,47439751.03
2015-11-19,1082.21,47355416.44
2015-11-20,1078.01,47263549.87
2015-11-23,1069.18,46779810.7
2015-11-24,1075.65,47024403.06
2015-11-25,1071.12,47009275.37
2015-11-26,1072.33,47009267.35
2015-11-27,1057.45,46981216.33
2015-11-30,1064.77,46911432.68
2015-12-01,1069.29,46908921.87
2015-12-02,1053.7,46387842.94
2015-12-03,1062.11,46300447.58
2015-12-04,1086.44,46250136.17
2015-12-07,1071.34,46120539.96
2015-12-08,1074.96,46126392.13
2015-12-09,1072.78,46132980.84
2015-12-10,1071.58,46137615.49
2015-12-11,1074.77,46109212.59
