date,USD,EUR,France,Germany,Italy,Spain,GBP,AUD,JPY,JPY1,CAD,NOK,SEK,CZK,PLN,HUF,BRL,MXN,TRY,ZAR,ILS,RUB,INR,IDR,KRW,SGD,MYR,PHP,THB,TWD,CNY
2017-07-31,56.3,56.6,54.9,58.1,55.1,54.0,55.3,56.0,52.1,105.1,55.5,57.7,60.4,55.3,52.3,54.2,50.0,51.2,53.6,43.3,54.3,52.7,47.9,48.6,49.1,51.0,48.3,52.8,49.6,53.6,51.1
2017-08-31,58.8,57.4,55.8,59.3,56.3,52.4,56.8,59.8,52.2,106.9,54.6,55.4,54.7,54.9,52.5,55.3,50.9,52.2,55.3,44.6,58.4,51.6,51.2,50.7,49.9,51.8,50.4,50.6,49.5,54.3,51.6
2017-09-30,60.8,58.1,56.1,60.6,56.3,54.3,56.1,54.2,52.9,106.5,55.0,52.4,63.7,56.6,53.7,56.1,50.9,52.8,53.5,45.1,57.2,51.9,51.2,50.4,50.6,52.0,49.9,50.8,50.3,54.2,51.0
2017-10-31,58.7,58.5,56.1,60.6,57.8,55.8,56.3,51.1,52.8,106.3,54.3,55.0,59.3,58.5,53.4,63.5,51.2,49.2,52.8,48.3,53.2,51.1,50.3,50.1,50.2,52.6,48.6,53.7,49.8,53.6,51.0
2017-11-30,58.2,60.1,57.7,62.5,58.3,56.1,58.2,57.3,53.6,108.2,54.4,57.4,63.3,58.7,54.2,61.2,53.5,52.4,52.9,48.6,49.7,51.5,52.6,50.4,51.2,52.9,52.0,54.8,50.0,56.3,50.8
2017-12-31,59.7,60.6,58.8,63.3,57.4,55.8,56.3,57.1,54.0,107.4,54.7,57.8,60.4,59.8,55.0,60.0,52.4,51.739,54.9,48.4,53.4,52.0,54.7,49.3,49.9,52.8,49.9,54.2,50.4,56.6,51.5
2018-01-31,59.1,59.6,58.4,61.1,59.0,55.2,55.3,55.4,54.8,105.6,55.9,59.0,57.0,59.8,54.6,60.9,51.2,51.158,55.7,49.0,53.5,52.1,52.4,49.9,50.7,53.1,50.5,51.7,50.6,56.9,51.5
2018-02-28,60.8,58.6,55.9,60.6,56.8,56.0,55.2,55.6,54.1,105.8,55.6,57.5,59.9,58.8,53.7,57.4,53.2,52.643,55.6,51.4,53.6,50.2,52.1,51.4,50.3,52.7,49.9,50.8,50.9,56.0,51.6
2018-03-31,59.3,56.6,53.7,58.2,55.1,54.8,55.1,54.3,53.1,104.5,55.7,55.0,55.9,57.3,53.7,57.0,53.4,54.0,51.8,51.1,54.7,50.6,51.0,50.7,49.1,53.0,49.5,51.5,49.1,55.3,51.0
2018-04-30,57.3,56.2,53.8,58.1,53.5,54.4,53.9,55.5,53.8,105.6,55.5,56.2,54.5,57.2,53.9,53.3,52.3,51.717,48.9,50.4,54.0,51.3,51.6,51.6,48.4,52.9,48.6,52.7,49.5,54.8,51.1
2018-05-31,58.7,55.5,54.4,56.9,52.7,53.4,54.4,53.2,52.8,106.9,56.2,55.8,55.8,56.5,53.3,55.4,50.7,50.958,46.4,50.0,49.6,49.8,51.2,51.7,48.9,52.7,47.6,53.7,51.1,53.4,51.1
2018-06-30,60.2,54.9,52.5,55.9,53.3,53.4,54.4,55.0,53.0,105.2,57.1,55.9,54.2,56.8,54.2,53.0,49.8,52.6,46.8,50.9,52.6,49.5,53.1,50.3,49.8,52.5,49.5,52.9,50.2,54.5,51.0
2018-07-31,58.1,55.1,53.3,56.9,51.5,52.9,54.0,52.4,52.3,103.5,56.9,49.3,57.4,55.4,52.9,53.1,50.5,49.978,49.0,49.3,58.0,48.1,52.3,50.5,48.3,52.3,49.7,50.9,50.1,53.1,50.8
2018-08-31,61.3,54.6,53.5,55.9,50.1,53.0,52.8,53.2,52.5,104.5,56.8,60.5,52.5,54.9,51.4,56.2,51.1,51.593,46.4,47.2,50.4,48.9,51.7,51.9,49.9,52.6,51.2,51.9,49.9,53.0,50.6
2018-09-30,59.8,53.2,52.5,53.7,50.0,51.4,53.8,54.0,52.5,104.3,54.8,55.7,55.2,53.4,50.5,53.8,50.9,51.476,42.7,48.0,50.0,50.0,52.2,50.7,51.3,52.4,51.5,52.0,50.0,50.8,50.0
2018-10-31,57.7,52.0,51.2,52.2,49.2,51.8,51.1,54.5,52.9,99.6,53.9,56.0,55.0,52.5,50.4,57.3,51.1,49.676,44.3,46.9,52.7,51.3,53.1,50.5,51.0,51.9,49.2,54.0,48.9,48.7,50.1
2018-11-30,59.3,51.8,50.8,51.8,48.6,52.6,53.1,54.6,52.2,99.1,54.9,56.1,56.7,51.8,49.5,53.5,52.7,49.706,44.7,48.2,53.7,52.6,54.0,50.4,48.6,51.5,48.2,54.2,49.8,48.4,50.2
2018-12-31,54.3,51.4,49.7,51.5,49.2,51.1,54.2,54.0,52.6,97.5,53.6,55.9,52.0,49.7,47.6,54.2,52.6,49.26,44.2,49.0,57.0,51.7,53.2,51.2,49.8,51.1,46.8,53.2,50.3,47.7,49.7
2019-01-31,56.6,50.5,51.2,49.7,47.8,52.4,52.8,53.9,50.3,95.9,53.0,58.3,51.5,49.0,48.2,54.0,52.7,49.789,44.2,49.6,47.9,50.9,53.9,49.9,48.3,50.7,47.9,52.3,50.2,47.5,48.3
2019-02-28,54.2,49.3,51.5,47.6,47.7,49.9,52.0,52.9,48.9,97.1,52.6,56.31,52.5,48.6,47.6,55.7,53.4,54.266,46.4,50.2,49.6,50.1,54.3,50.1,47.2,50.4,47.6,51.9,49.9,46.3,49.9
2019-03-31,55.3,47.5,49.7,44.1,47.4,50.9,55.1,52.0,49.2,95.9,50.5,56.81,52.8,47.3,48.7,52.4,52.8,50.235,47.2,48.8,52.2,52.8,52.6,51.2,48.8,50.8,47.2,51.5,50.3,49.0,50.8
2019-04-30,52.8,47.9,50.0,44.4,49.1,51.8,53.1,50.9,50.2,95.9,49.7,53.82,50.9,46.6,49.0,54.9,51.5,52.0,46.8,50.3,51.9,51.8,51.8,50.4,50.2,50.3,49.4,50.9,51.0,48.2,50.2
2019-05-31,52.1,47.7,50.6,44.3,49.7,50.1,49.4,51.0,49.8,94.9,49.1,54.42,53.1,46.6,48.8,57.9,50.2,49.385,45.3,49.3,50.4,49.8,52.7,51.6,48.4,49.9,48.8,51.2,50.7,48.4,50.2
2019-06-30,51.7,47.6,51.9,45.0,48.4,47.9,48.0,52.0,49.3,93.3,49.2,51.89,52.0,45.9,48.4,54.4,51.0,49.0,47.9,49.7,52.7,48.6,52.1,50.6,47.5,49.6,47.8,51.3,50.6,45.5,49.4
2019-07-31,51.2,46.5,49.7,43.2,48.5,48.2,48.0,51.6,49.4,93.7,50.2,48.38,52.0,43.1,47.4,51.3,49.9,49.6,46.7,48.4,52.2,49.3,52.5,49.6,47.3,49.8,47.6,52.1,50.3,48.1,49.9
2019-08-31,49.1,47.0,51.1,43.5,48.7,48.8,47.4,50.9,49.3,91.9,49.1,53.78,52.4,44.9,48.8,52.6,52.5,47.4,48.0,49.7,44.3,49.1,51.4,49.0,49.0,49.9,47.4,51.9,50.0,47.9,50.4
2019-09-30,47.8,45.7,50.1,41.7,47.8,47.7,48.3,50.3,48.9,91.9,51.0,50.38,46.3,44.9,47.8,51.8,53.4,48.055,50.0,49.2,50.3,46.3,51.4,49.1,48.0,49.5,47.9,51.8,50.6,50.0,51.4
2019-10-31,48.3,45.9,50.7,42.1,47.7,46.8,49.6,50.0,48.4,91.6,51.2,54.87,46.0,45.0,45.6,51.9,52.2,46.674,49.0,49.4,51.8,47.2,50.6,47.7,48.4,49.6,49.3,52.1,50.0,49.8,51.7
2019-11-30,48.1,46.9,51.7,44.1,47.6,47.5,48.9,49.9,48.9,90.7,51.4,53.95,45.9,43.5,46.7,53.1,52.9,46.408,49.5,48.6,52.8,45.6,51.2,48.2,49.4,49.8,49.5,51.4,49.3,49.8,51.8
2019-12-31,47.8,46.3,50.4,43.7,46.2,47.4,47.5,49.2,48.4,91.1,50.4,54.41,47.5,43.6,48.0,53.9,50.2,46.479,49.5,47.6,51.8,47.5,52.7,49.5,50.1,50.1,50.0,51.7,50.1,50.8,51.5
2020-01-31,50.9,47.9,51.1,45.3,48.9,48.5,50.0,49.6,48.8,90.4,50.6,51.48,51.8,45.2,47.4,52.2,51.0,49.118,51.3,48.3,50.1,47.9,55.3,49.3,49.8,50.3,48.8,52.1,49.9,51.8,51.1
2020-02-29,50.1,49.2,49.8,48.0,48.7,50.4,51.7,50.2,47.8,91.2,51.8,52.88,52.8,46.5,48.2,50.3,52.3,47.753,52.4,48.4,,48.2,54.5,51.9,48.7,48.7,48.5,52.3,49.5,49.9,40.3
2020-03-31,49.1,44.5,43.2,45.4,40.3,45.7,47.8,49.7,44.8,84.8,46.1,42.29,43.5,41.3,42.4,28.5,48.4,44.15,48.1,44.5,34.6,47.5,51.8,45.3,44.2,45.4,48.4,39.7,46.7,50.4,50.1
2020-04-30,41.5,33.4,31.5,34.5,31.1,30.8,32.6,44.1,41.9,78.6,33.0,42.6,37.3,35.1,31.9,33.7,36.0,40.688,33.4,35.1,39.3,31.3,27.4,27.5,41.6,44.7,31.3,31.6,36.8,42.2,49.4
2020-05-31,43.1,39.4,40.6,36.6,45.4,38.3,40.7,44.0,38.4,78.5,40.6,45.0,40.6,39.6,40.6,40.7,38.3,37.914,40.9,32.5,38.5,36.2,30.8,28.6,41.3,46.8,45.6,40.1,41.6,41.9,50.7
2020-06-30,52.6,47.4,52.3,45.2,47.5,49.0,50.1,51.2,40.1,83.8,47.8,49.0,48.3,44.9,47.2,47.4,51.6,43.052,53.9,42.5,45.0,49.4,47.2,39.1,43.4,48.0,51.0,49.7,43.5,46.2,51.2
2020-07-31,54.2,51.8,52.4,51.0,51.9,53.5,53.3,54.0,45.2,83.8,52.9,44.05,51.5,47.0,52.8,51.1,58.2,47.822,56.9,44.9,49.8,48.4,46.0,46.9,46.9,50.2,50.0,48.4,45.9,50.6,52.8
2020-08-31,56.0,51.7,49.8,52.2,53.1,49.9,55.2,53.6,47.2,89.1,55.1,46.89,53.8,49.1,50.6,52.3,64.7,45.346,54.3,45.3,53.1,51.1,52.0,50.8,48.5,50.1,49.3,47.3,49.7,52.2,53.1
2020-09-30,55.4,53.7,51.2,56.4,53.2,50.8,54.1,55.4,47.7,93.3,56.0,50.28,55.3,50.7,50.8,48.8,64.9,46.39,52.8,49.4,53.5,48.9,56.8,47.2,49.8,50.3,49.0,50.1,49.9,55.2,53.0
2020-10-31,59.3,54.8,51.3,58.2,53.8,52.5,53.7,54.2,48.7,94.3,55.5,53.41,58.9,51.9,50.8,50.2,66.7,49.62,53.9,51.0,54.9,46.9,58.9,47.8,51.2,50.5,48.5,48.5,50.8,55.1,53.6
2020-11-30,57.5,53.8,49.6,57.8,51.5,49.8,55.6,55.8,49.0,96.6,55.8,52.0,59.8,53.9,50.8,51.9,64.0,48.885,51.4,50.3,57.1,46.3,56.3,50.6,52.9,50.4,48.4,49.9,50.4,56.9,54.9
2020-12-31,60.7,55.2,51.1,58.3,52.8,51.0,57.5,55.7,50.0,97.5,57.9,51.9,64.9,57.0,51.7,51.1,61.5,48.683,50.8,50.2,50.9,49.7,56.4,51.3,52.9,50.5,49.1,49.2,50.8,59.4,53.0
2021-01-31,58.7,54.8,51.6,57.1,55.1,49.3,54.1,57.2,49.8,98.3,54.4,52.28,62.9,57.0,51.9,54.5,56.5,49.705,54.4,50.8,,50.9,57.7,52.2,53.2,50.7,48.9,52.5,49.0,60.2,51.5
2021-02-28,60.8,57.9,56.1,60.7,56.9,52.9,55.1,56.9,51.4,99.2,54.8,57.22,62.0,56.5,53.4,49.0,58.4,49.83,51.7,50.2,49.4,51.5,57.5,50.9,55.3,50.5,47.7,52.5,47.2,60.4,50.9
2021-03-31,64.7,62.5,59.3,66.6,59.8,56.9,58.9,56.8,52.7,102.4,58.5,60.73,64.5,58.0,54.3,48.8,52.8,51.142,52.6,50.3,48.6,51.1,55.4,53.2,55.3,50.8,49.9,52.2,48.8,60.8,50.6
2021-04-30,60.7,62.9,58.9,66.2,60.7,57.7,60.9,59.7,53.6,103.8,57.2,58.93,69.0,58.9,53.7,51.0,52.3,51.61,50.4,53.7,52.6,50.4,55.5,54.6,54.6,50.9,53.9,49.0,50.7,62.4,51.9
2021-05-31,61.2,63.1,59.4,64.4,62.3,59.4,65.6,60.4,53.0,102.6,57.0,58.51,66.4,61.8,57.2,52.8,53.7,52.3,49.3,53.2,56.1,51.9,50.8,55.3,53.7,50.7,51.3,49.9,47.8,62.0,52.0
2021-06-30,60.6,63.4,59.0,65.1,62.2,60.4,63.9,58.6,52.4,104.1,56.5,60.8,65.8,62.7,59.4,54.7,56.4,52.408,51.3,51.0,51.5,49.2,48.1,53.5,53.9,50.8,39.9,50.8,49.5,57.6,51.3
2021-07-31,59.5,62.8,58.0,65.9,60.3,59.0,60.4,56.9,53.0,104.1,56.2,63.31,65.3,62.0,57.6,55.6,56.7,52.23,54.0,46.1,46.8,47.5,55.3,40.1,53.0,51.0,40.1,50.4,48.7,59.7,50.3
2021-08-31,59.9,61.4,57.5,62.6,60.9,59.5,60.3,52.0,52.7,,57.2,62.24,60.1,61.0,56.0,55.9,53.6,51.29,54.1,49.9,,46.5,52.3,43.7,51.2,50.9,43.4,46.4,48.3,58.5,49.2
